title,female_count,male_count,popularity,female_percentage,male_percentage
Miyanishi Tatsuya Gekijou: Omae Umasou da na,71,142,8305,33.33,66.67
Mizu no Kotoba,1406,2626,2764,34.87,65.13
Mizuiro (2003),189,532,6189,26.21,73.79
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,1138,5338,1706,17.57,82.43
Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,112,610,5197,15.51,84.49
Mobile Suit Gundam 00: Tenshitachi no Kiseki,330,838,4783,28.25,71.75
Mobile Suit Gundam III: Encounters in Space,305,2147,3083,12.44,87.56
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,221,1525,3816,12.66,87.34
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,227,1667,3708,11.99,88.01
Mobile Suit Gundam SEED,3543,11765,761,23.14,76.86
Mobile Suit Gundam SEED C.E.73: Stargazer,496,2555,2886,16.26,83.74
Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,705,2792,2822,20.16,79.84
Mobile Suit Gundam SEED Special Edition,378,1238,4032,23.39,76.61
Mobile Suit Gundam Thunderbolt,323,2451,2315,11.64,88.36
Mobile Suit Gundam Thunderbolt: December Sky,98,820,4065,10.68,89.32
Mobile Suit Gundam ZZ,396,2978,2544,11.74,88.26
Mobile Suit Gundam: Char&#039;s Counterattack,382,3223,2406,10.6,89.4
Mobile Suit SD Gundam Festival,41,175,8009,18.98,81.02
Mobile Suit SD Gundam Mk V,64,260,7351,19.75,80.25
Mobile Suit Victory Gundam,305,2255,3024,11.91,88.09
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,204,1207,4124,14.46,85.54
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,181,1075,4302,14.41,85.59
Mochibei,37,197,7852,15.81,84.19
Moekan The Animation,151,452,6737,25.04,74.96
Mokke,856,1444,3652,37.22,62.78
Momo e no Tegami,2315,3454,1699,40.13,59.87
Momoiro Milk,22,274,6472,7.43,92.57
"Momoko, Kaeru no Uta ga Kikoeru yo.",133,204,7139,39.47,60.53
Momotarou no Umiwashi,42,164,8641,20.39,79.61
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,62,111,8419,35.84,64.16
Mononoke,5861,9464,664,38.24,61.76
Monster Strike The Movie: Hajimari no Basho e,95,244,6316,28.02,71.98
Moon Pride,485,374,5798,56.46,43.54
Moonlight Mile 2nd Season: Touch Down,81,536,5711,13.13,86.87
Mori no Andou,46,175,7678,20.81,79.19
Morita-san wa Mukuchi.,963,2666,2869,26.54,73.46
Morita-san wa Mukuchi. 2,495,1582,3679,23.83,76.17
Morita-san wa Mukuchi. Specials,184,526,5800,25.92,74.08
Mouretsu Pirates,2110,6914,1421,23.38,76.62
Moyashimon,2810,6122,1500,31.46,68.54
Moyashimon CGI Anime,86,222,7263,27.92,72.08
Mrs. Junkie,92,803,4930,10.28,89.72
Mudazumo Naki Kaikaku: The Legend of Koizumi,445,1911,3669,18.89,81.11
Mugen no Kyoukai,31,220,7972,12.35,87.65
Mugen no Ryvius,1008,3794,2185,20.99,79.01
Mujaki no Rakuen,256,2206,2910,10.4,89.6
Mujigen Hunter Fandora,46,161,8266,22.22,77.78
Musaigen no Phantom World: Limitless Phantom World,156,1041,3327,13.03,86.97
Musashi no Ken,47,200,7743,19.03,80.97
Mushibugyou,1033,5329,1479,16.24,83.76
Mushishi,11858,26548,115,30.88,69.12
Mushishi Zoku Shou: Suzu no Shizuku,1434,3921,1432,26.78,73.22
Mushrambo (2008),76,152,8140,33.33,66.67
Musuko no Tomodachi ni Okasarete,30,422,6331,6.64,93.36
Mutant Turtles: Choujin Densetsu-hen,99,411,6920,19.41,80.59
Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,125,1083,4474,10.35,89.65
My Imouto: Koakuma na A-Cup,132,1016,4238,11.5,88.5
Myself; Yourself,6051,14515,615,29.42,70.58
NG Knight Ramune & 40,57,200,7533,22.18,77.82
Nagagutsu Sanjuushi,42,107,9008,28.19,71.81
Nagareboshi Lens,1805,753,3061,70.56,29.44
Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,313,1501,3226,17.25,82.75
Nageki no Kenkou Yuuryouji,124,547,5737,18.48,81.52
Nagi no Asukara,7447,18763,195,28.41,71.59
Naisho no Tsubomi,746,775,4569,49.05,50.95
Nakoruru: Ano Hito kara no Okurimono,77,268,7934,22.32,77.68
Namakura Gatana,130,470,5944,21.67,78.33
Nameless,50,247,7306,16.84,83.16
Nana Toshi Monogatari: Hokkyokukai Sensen,79,243,7596,24.53,75.47
Nanairo Kakumei,78,51,8649,60.47,39.53
Nanaka 6/17,535,810,4380,39.78,60.22
Nanatsu no Taizai,6667,25183,52,20.93,79.07
Nanatsu-iro★Drops,2091,2099,2801,49.9,50.1
Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,479,719,3285,39.98,60.02
Nandarou,211,319,6924,39.81,60.19
Naruto,20798,45217,10,31.5,68.5
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,4768,11373,778,29.54,70.46
Naruto Shippuuden: Sunny Side Battle,684,1577,2600,30.25,69.75
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,3882,7687,1360,33.56,66.44
Natsu no Arashi!,1666,5681,1898,22.68,77.32
"Natsu-iro Egao de 1, 2, Jump!",685,1297,3817,34.56,65.44
Natsu-iro Kiseki,1691,4199,2043,28.71,71.29
Natsu-iro no Sunadokei,627,1308,4296,32.4,67.6
Natsume Yuujinchou Roku,2419,3532,1227,40.65,59.35
Natsume Yuujinchou Shi,5830,8560,633,40.51,59.49
Natsuyuki Rendezvous,4486,3890,1518,53.56,46.44
Natural,44,249,7704,15.02,84.98
Nayuta,49,133,8707,26.92,73.08
Nazotokine,284,1023,3666,21.73,78.27
Needless,2464,12609,837,16.35,83.65
Nendo no Tatakai 2,93,265,7687,25.98,74.02
Neppuu Kairiku Bushi Road,1028,2505,2175,29.1,70.9
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,28,377,5829,6.91,93.09
Nessa no Wakusei,40,225,7900,15.09,84.91
Net-juu no Susume Special,1016,3524,1723,22.38,77.62
Netorare Zuma,65,405,5657,13.83,86.17
Netorare: Tanabe Yuuka no Dokuhaku,36,399,6293,8.28,91.72
Netrun-mon the Movie,64,225,8079,22.15,77.85
New Dominion Tank Police,124,1040,4451,10.65,89.35
New Game!!,1168,6926,774,14.43,85.57
New My Tear CL Series,48,171,7461,21.92,78.08
Night Wizard,1798,4727,2113,27.56,72.44
Nikutai Ten&#039;i,356,1326,4070,21.17,78.83
Ningyou no Yakata,27,232,7690,10.42,89.58
Ninja Batman x Poputepipikku Kindan no Collab CM,92,353,5936,20.67,79.33
Ninja Hattori-kun,158,391,5876,28.78,71.22
Ninjutsu Hinotama Kozou: Edo no Maki,37,116,9085,24.18,75.82
Nisekoimonogatari,538,2679,2348,16.72,83.28
Nisoku Hokou,169,197,7666,46.17,53.83
Nissin no Donbei x Kemono Friends,35,199,7188,14.96,85.04
No Game No Life: Zero,2316,10881,320,17.55,82.45
No Game No Life: Zero - Manner Movie,148,556,4040,21.02,78.98
No.6,11061,10424,330,51.48,48.52
Nobunaga no Shinobi: Anegawa Ishiyama-hen,123,433,5522,22.12,77.88
Nodame Cantabile Finale,4429,7506,995,37.11,62.89
Nodame Cantabile Finale Special,1898,3233,2167,36.99,63.01
Nodame Cantabile OVA 2,1537,2582,2644,37.31,62.69
Noir,4022,9053,1067,30.76,69.24
Non Non Biyori Repeat: Hotaru ga Tanoshinda,304,1792,2792,14.5,85.5
Noragami,13809,31272,15,30.63,69.37
Norn9: Norn+Nonet,2618,2184,1512,54.52,45.48
Nozo x Kimi,256,2226,2760,10.31,89.69
Nurarihyon no Mago Recaps,908,1758,3536,34.06,65.94
Nurarihyon no Mago: Sennen Makyou,3152,8067,886,28.1,71.9
Nurse Witch Komugi-chan Magikarte Z,258,816,5115,24.02,75.98
Nyan Koi!,5684,18030,462,23.97,76.03
OZ,78,125,8256,38.42,61.58
Ochame na Futago: Claire Gakuin Monogatari,190,116,7405,62.09,37.91
Odin: Koushi Hansen Starlight,92,331,7076,21.75,78.25
Ohayo! Spank,144,109,7775,56.92,43.08
Ohi-sama to Kaeru,26,91,9730,22.22,77.78
Oide yo! Mizuryuu Kei Land,40,414,5145,8.81,91.19
Ojamajo Doremi,2061,1476,2296,58.27,41.73
Ojamajo Doremi Sharp Movie,268,186,6241,59.03,40.97
Ojisan to Marshmallow,1025,3612,1733,22.1,77.9
Ojousama Sousamou,94,324,7082,22.49,77.51
Okusama ga Seitokaichou!: Okusama Gekijou,84,591,3689,12.44,87.56
Okusama wa Mahoutsukai,55,377,6827,12.73,87.27
Old City Ward,24,63,10067,27.59,72.41
Omae wa Mada Gunma wo Shiranai,317,564,4107,35.98,64.02
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",1010,1771,2088,36.32,63.68
Omoide Poroporo,3389,4398,1414,43.52,56.48
Onara Gorou,243,672,4141,26.56,73.44
One Piece Movie 2: Nejimaki-jima no Daibouken,2101,5949,1597,26.1,73.9
One Piece: Jango no Dance Carnival,1521,3623,2336,29.57,70.43
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,269,746,4056,26.5,73.5
One Piece: Straw Hat Theater,1227,2819,2693,30.33,69.67
One Pound Gospel,177,356,6601,33.21,66.79
One Punch Man: Road to Hero,2767,9535,578,22.49,77.51
One Room Special,121,701,4358,14.72,85.28
One: Kagayaku Kisetsu e - True Stories,110,468,6589,19.03,80.97
Onegai! Samia Don,46,71,9203,39.32,60.68
Onegai☆Teacher,4361,14619,732,22.98,77.02
Onegai☆Twins,2632,9391,1226,21.89,78.11
Oni,100,191,7993,34.36,65.64
Oni Chichi: Re-birth,347,2030,2658,14.6,85.4
Oni Chichi: Refresh♥,102,733,4050,12.22,87.78
Onikirimaru,71,222,7368,24.23,75.77
Onmyouji Ayakashi no Megami: Inran Jubaku,48,364,6007,11.65,88.35
Onna Kyoushi Nijuusan-sai,23,169,8019,11.98,88.02
Onsen Yousei Hakone-chan,625,2416,2525,20.55,79.45
Ooatari Sora no Entaku,42,112,9195,27.27,72.73
Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM,146,229,6179,38.93,61.07
Ookami Shoujo to Kuro Ouji Recap,406,388,3974,51.13,48.87
Ookamikakushi,3800,7722,1390,32.98,67.02
Ookii 1 Nensei to Chiisana 2 Nensei,304,446,5662,40.53,59.47
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,496,536,4659,48.06,51.94
Ooyasan wa Shishunki!,668,3155,2069,17.47,82.53
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,71,710,4742,9.09,90.91
Oppai Infinity∞! The Animation,24,305,6260,7.29,92.71
Orange: Mirai,2094,2764,1532,43.1,56.9
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,2951,14958,658,16.48,83.52
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,156,737,4088,17.47,82.53
Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,612,2231,2870,21.53,78.47
Osake wa Fuufu ni Natte kara,999,4127,1275,19.49,80.51
Osaru no Kantai,36,134,8965,21.18,78.82
Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,426,1499,3109,22.13,77.87
Osomatsu-kun,94,145,6816,39.33,60.67
Osomatsu-san 2nd Season,1115,1443,2179,43.59,56.41
Osomatsu-san Special,500,515,4034,49.26,50.74
Osomatsu-san: Ouma de Kobanashi,413,428,4405,49.11,50.89
Osu!! Karate-bu,23,148,8638,13.45,86.55
Otome Hime,22,275,6721,7.41,92.59
Otome Youkai Zakuro,5526,6139,1078,47.37,52.63
Otome*Domain The Animation,15,191,7127,7.28,92.72
Ouritsu Uchuugun: Honneamise no Tsubasa,609,3303,2399,15.57,84.43
Ousama Game The Animation,1942,5774,835,25.17,74.83
Over Drive,1525,4142,2000,26.91,73.09
Owari no Seraph: Nagoya Kessen-hen,4992,13451,200,27.07,72.93
Owari no Seraph: The Beginning of the End,736,1397,2428,34.51,65.49
Oyayubi Hime Monogatari,81,79,8553,50.63,49.38
Oyome-sama Honey Days♥,19,226,6951,7.76,92.24
Ozma,690,2192,3355,23.94,76.06
Pale Cocoon,3057,6568,1529,31.76,68.24
Palme no Ki,330,484,5170,40.54,59.46
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,316,1396,4142,18.46,81.54
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,88,875,4166,9.14,90.86
Papa no Iukoto wo Kikinasai!,2407,13246,699,15.38,84.62
Papa to Kiss in the Dark,5290,599,1967,89.83,10.17
Patalliro!,410,167,5672,71.06,28.94
Paulette no Isu,313,598,4842,34.36,65.64
Peeping Life,133,227,6977,36.94,63.06
Perfect Blue,6562,13801,433,32.23,67.77
Persona 4 the Animation: Mr. Experiment Shorts,129,272,5676,32.17,67.83
Persona 4 the Animation: No One is Alone,1365,4073,2047,25.1,74.9
Persona 4 the Animation: The Factor of Hope,605,1394,3307,30.27,69.73
Persona 5 the Animation: The Day Breakers,947,2361,2097,28.63,71.37
Persona: Trinity Soul,3969,6592,1397,37.58,62.42
Petshop of Horrors,3569,3284,1804,52.08,47.92
Petting a Dog,37,131,8645,22.02,77.98
Peut-etre Toi,251,312,7148,44.58,55.42
Phantom of the Kill: Zero kara no Hangyaku,250,680,4189,26.88,73.12
Photokano,1234,8300,1218,12.94,87.06
Photon,244,1611,3773,13.15,86.85
Piano,754,720,4375,51.15,48.85
Piano no Mori,2395,2959,1908,44.73,55.27
Pico: My Little Summer Story,618,447,4231,58.03,41.97
Ping Pong The Animation,2382,9680,563,19.75,80.25
Planet:Valkyrie,61,199,8065,23.46,76.54
Planetarian: Chiisana Hoshi no Yume,1186,4887,1414,19.53,80.47
Planetes Picture Drama,41,231,7497,15.07,84.93
Plastic Neesan,2157,9687,722,18.21,81.79
Pokemon,10695,21792,214,32.92,67.08
Pokemon 3D Adventure: Mew wo Sagase!,289,635,4239,31.28,68.72
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,1815,4253,1686,29.91,70.09
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,2402,5922,1399,28.86,71.14
Pokemon Best Wishes! Season 2: Episode N,577,1681,2749,25.55,74.45
Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,747,1852,2657,28.74,71.26
Pokemon Daisuki Club,26,60,9725,30.23,69.77
Pokemon Diamond & Pearl: Genei no Hasha Zoroark,1205,2967,2009,28.88,71.12
Pokemon Diamond & Pearl: Giratina to Sora no Hanataba Sheimi,1703,4158,1717,29.06,70.94
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,225,639,4692,26.04,73.96
Pokemon XY SP: Road to Kalos,165,440,5458,27.27,72.73
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,54,181,7018,22.98,77.02
Pokemon XY: Hoopa no Odemashi Daisakusen!!,81,241,6565,25.16,74.84
Pokemon XY: Mega Evolution,362,1303,3123,21.74,78.26
Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special,67,192,6899,25.87,74.13
Pokemon XY: Sora no Hahen,119,293,5648,28.88,71.12
Pokemon the Movie XY&Z: Volcanion to Karakuri no Magearna,206,760,3975,21.33,78.67
Pokemon: Mewtwo no Gyakushuu,6386,13424,661,32.24,67.76
Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,2561,5708,1427,30.97,69.03
Pokemon: Odoru Pokemon Himitsu Kichi,482,874,4171,35.55,64.45
Pokemon: Pichu to Pikachu,1972,3396,2230,36.74,63.26
Pokemon: Pikachu Tanken Club,296,564,5160,34.42,65.58
Pokemon: Pikachu no Dokidoki Kakurenbo,653,1188,3750,35.47,64.53
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,193,454,5390,29.83,70.17
Pokemon: Pikachu no Fuyuyasumi (2000),280,675,4666,29.32,70.68
Pokemon: Pikachu to Eievui Friends,288,510,4804,36.09,63.91
Portable Kuukou,206,306,7052,40.23,59.77
Potemayo Specials,202,607,5811,24.97,75.03
Power Dolls,36,239,7984,13.09,86.91
Power Stone,264,788,4836,25.1,74.9
Poyopoyo Kansatsu Nikki,1368,1419,2985,49.09,50.91
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,338,349,5463,49.2,50.8
Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,206,250,6329,45.18,54.82
Precure All Stars Movie: Haru no Carnival♪,122,133,7435,47.84,52.16
Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,68,84,8603,44.74,55.26
Precure Dream Stars! Movie,87,88,7833,49.71,50.29
Pretty x Cation The Animation,55,564,4764,8.89,91.11
Princess Lover!,2726,14350,645,15.96,84.04
Princess Principal: Ange Report,102,374,5274,21.43,78.57
Princess Rouge,119,190,7820,38.51,61.49
Princess Tutu Recaps,697,346,5054,66.83,33.17
Prism Ark,959,2957,2762,24.49,75.51
Prison School OVA,824,4596,1363,15.2,84.8
Private Emotion,17,151,8349,10.12,89.88
Project ARMS: The 2nd Chapter,89,608,5334,12.77,87.23
Project BLUE Chikyuu SOS,129,343,6581,27.33,72.67
Puchimas!!: Petit Petit iDOLM@STER,214,839,4390,20.32,79.68
Puchitto Gargantia Special,85,334,6662,20.29,79.71
PuriGorota: Uchuu no Yuujou Daibouken,280,417,6472,40.17,59.83
Push,137,286,7453,32.39,67.61
Pygmalio,52,92,8859,36.11,63.89
Quanzhi Gaoshou,1808,7619,577,19.18,80.82
Queen Emeraldas,242,678,5179,26.3,73.7
Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials,184,1563,3887,10.53,89.47
Queen&#039;s Blade: Rebellion,406,3099,2253,11.58,88.42
Queen&#039;s Blade: Rebellion Specials,95,938,4496,9.2,90.8
Queen&#039;s Blade: Rurou no Senshi,1382,8865,1313,13.49,86.51
R-15,992,8024,1234,11.0,89.0
RD Sennou Chousashitsu,843,3088,2719,21.44,78.56
Ra/Radio Noise*Planet,92,81,8962,53.18,46.82
RahXephon Interlude: Her and Herself/Thatness and Thereness,313,1042,4654,23.1,76.9
RahXephon: Pluralitas Concentio,583,2066,3455,22.01,77.99
Rain Town,1261,1741,3048,42.01,57.99
Rakuen Tsuihou,1076,6431,1297,14.33,85.67
Rakugaki Picasso,32,88,9739,26.67,73.33
Rakugo Tennyo Oyui,129,140,7672,47.96,52.04
Rakushou! Hyper Doll,53,242,7899,17.97,82.03
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,141,262,6104,34.99,65.01
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,141,267,6287,34.56,65.44
Ranma ½: Totteoki Talk Best of Memories,132,244,6365,35.11,64.89
Ranpo Kitan: Game of Laplace,2634,6091,1017,30.19,69.81
Ravex in Tezuka World,53,145,8656,26.77,73.23
Rayca,102,161,8296,38.78,61.22
Re: Cutey Honey,576,1839,2994,23.85,76.15
Recorder to Randoseru Mi☆,742,1897,3076,28.12,71.88
Recorder to Randoseru Mi☆ Special,181,535,5501,25.28,74.72
Red,88,179,7288,32.96,67.04
Red Ash: Gearworld,48,167,7609,22.33,77.67
Redline,2667,13381,511,16.62,83.38
Reijou Caster: Ingyaku no Wana,13,145,8328,8.23,91.77
Reikenzan: Hoshikuzu-tachi no Utage,843,3396,1492,19.89,80.11
Relic Armor Legaciam,25,166,8482,13.09,86.91
Renkin San-kyuu Magical? Pokaan,677,3283,2585,17.1,82.9
Rennyuu Tales The Animation,26,338,6294,7.14,92.86
Renzu: Futari no Kyori,21,135,8849,13.46,86.54
Residence,32,296,5897,9.76,90.24
Rewrite,1666,8435,704,16.49,83.51
Riding Bean,216,1415,3768,13.24,86.76
Riki-Oh: Toukatsu Jigoku,41,343,7042,10.68,89.32
Ringetsu The Animation,120,780,5277,13.33,86.67
Ro-Kyu-Bu! SS Recap,67,361,6162,15.65,84.35
Road to You: Kimi e to Tsuzuku Michi,188,221,5660,45.97,54.03
Robot Girls Z Plus,110,663,4921,14.23,85.77
Robotics;Notes,3237,13965,645,18.82,81.18
Rockman.EXE Beast,157,584,4863,21.19,78.81
Rokuhoudou Yotsuiro Biyori,601,455,3732,56.91,43.09
Rokujouma no Shinryakusha!?,56,469,5070,10.67,89.33
Rokushin Gattai GodMars,35,202,7839,14.77,85.23
Romeo no Aoi Sora,1112,1795,2528,38.25,61.75
Rosario to Vampire,10088,29089,130,25.75,74.25
Rozen Maiden: Meitantei Kunkun - Duell Walzer,1404,1840,3062,43.28,56.72
Rurouni Kenshin: Meiji Kenkaku Romantan,9082,22085,240,29.14,70.86
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,1990,4990,1856,28.51,71.49
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,2690,7130,1400,27.39,72.61
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,5700,15507,481,26.88,73.12
Rusty Nail,58,105,9047,35.58,64.42
Ryojoku no Rensa,82,512,6036,13.8,86.2
Ryouki no Ori: Dai 2 Shou,28,209,7863,11.81,88.19
SKET Dance,5341,11542,646,31.64,68.36
SKET Dance: SD Character Flash Anime,142,296,6408,32.42,67.58
SOS TV Walpurgis Night Fever Episode 0,53,131,9186,28.8,71.2
Saenai Heroine no Sodatekata,2727,17621,261,13.4,86.6
Saenai Heroine no Sodatekata ♭,891,8682,678,9.31,90.69
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,920,7295,1289,11.2,88.8
Sagurare Otome The Animation,23,260,6498,8.13,91.87
Saibi,109,283,6367,27.81,72.19
Saigo no Door wo Shimero!,2065,193,3609,91.45,8.55
Saijaku Muhai no Bahamut,1145,9364,509,10.9,89.1
Sailor Senshi Venus♥Five,50,197,7990,20.24,79.76
Saint Beast: Kouin Jojishi Tenshi Tan,887,308,4775,74.23,25.77
Saint Seiya Recap,197,637,4959,23.62,76.38
Saint Seiya: Jashin Eris,450,1650,3393,21.43,78.57
Saint Seiya: Kamigami no Atsuki Tatakai,395,1481,3590,21.06,78.94
Saint Seiya: Legend of Sanctuary,509,1566,3059,24.53,75.47
Saint Seiya: Meiou Hades Meikai-hen,739,2984,2232,19.85,80.15
Saint Seiya: Shinku no Shounen Densetsu,410,1499,3621,21.48,78.52
Saint Seiya: Tenkai-hen Josou - Overture,474,1992,3141,19.22,80.78
Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,202,658,4411,23.49,76.51
Saishuu Heiki Kanojo,3423,8924,1202,27.72,72.28
Saishuu Heiki Kanojo: Another Love Song,766,2256,3219,25.35,74.65
Saishuu Shiken Kujira Progressive,162,378,6814,30.0,70.0
Saiyuuki Gaiden: Kouga no Shou,188,115,6842,62.05,37.95
Saiyuuki Reload,1758,1805,2507,49.34,50.66
Saiyuuki Reload: Burial,918,738,3863,55.43,44.57
Sakamichi no Apollon,7539,13726,390,35.45,64.55
Sakasama no Patema,3605,9899,602,26.7,73.3
Saki Zenkoku-hen,619,2814,2477,18.03,81.97
Sakigake!! Otokojuku Movie,37,233,7685,13.7,86.3
Sakura Taisen: Kanadegumi,284,120,6893,70.3,29.7
Salad Juu Yuushi Tomatoman,61,54,9262,53.04,46.96
Samayou Midara na Lunatics,33,373,6462,8.13,91.87
Samero,32,95,9412,25.2,74.8
Samurai Noodles: The Originator,17,82,9185,17.17,82.83
Sanctuary,110,352,6712,23.81,76.19
Saredo Tsumibito wa Ryuu to Odoru,738,1762,2093,29.52,70.48
Sasami: Mahou Shoujo Club 2,198,322,6154,38.08,61.92
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,231,718,4800,24.34,75.66
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,414,918,4095,31.08,68.92
Sayonara Zetsubou Sensei Special Omake,205,493,5134,29.37,70.63
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,902,1819,2227,33.15,66.85
Sazae-san,131,280,6218,31.87,68.13
Scared Rider Xechs,677,1048,3010,39.25,60.75
Schick x Evangelion,131,429,5693,23.39,76.61
School Days,10715,28847,145,27.08,72.92
School Days ONA,1283,3561,2370,26.49,73.51
School Rumble Ichi Gakki Hoshuu,1954,7118,1638,21.54,78.46
School Rumble San Gakki,1828,6964,1604,20.79,79.21
Secret Journey,91,400,5208,18.53,81.47
Sei Shoujo The Animation,36,369,5915,8.89,91.11
Sei Yariman Sisters Pakopako Nikki The Animation,27,420,5426,6.04,93.96
Seihou Bukyou Outlaw Star Pilot,183,721,4977,20.24,79.76
Seijuuden: Twin Dolls,39,192,7962,16.88,83.12
Seikai no Monshou,920,4621,2031,16.6,83.4
Seikai no Monshou Special,111,537,6165,17.13,82.87
Seikaisuru Kado: Ekwari,159,376,5363,29.72,70.28
Seiken Tsukai no World Break,1166,9730,547,10.7,89.3
Seikimatsu Occult Gakuin Specials,594,1430,3971,29.35,70.65
Seikon no Qwaser II Picture Drama,272,1027,3870,20.94,79.06
Seikon no Qwaser: Jotei no Shouzou,607,2435,2812,19.95,80.05
Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,25,227,7165,9.92,90.08
Seirei Tsukai,124,271,6742,31.39,68.61
Seireitsukai no Blade Dance Specials,198,1901,2624,9.43,90.57
Seiren,1115,7178,865,13.45,86.55
Seisenshi Dunbine OVA,36,181,7939,16.59,83.41
Seishoujo Kantai Virgin Fleet,68,227,7972,23.05,76.95
Seitokai Yakuindomo,5453,24762,234,18.05,81.95
Seitokai Yakuindomo Movie,181,1677,2768,9.74,90.26
Seitokai Yakuindomo OVA,1145,9124,1042,11.15,88.85
Seitokai Yakuindomo* OVA,359,3619,1785,9.02,90.98
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,66,96,8882,40.74,59.26
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,280,1638,3239,14.6,85.4
Sekaiichi Hatsukoi,9702,1952,701,83.25,16.75
Sekaikei Sekai Ron,93,77,8792,54.71,45.29
Sekirei,3245,22149,291,12.78,87.22
Seme♥Chichi,22,295,6798,6.94,93.06
Sengoku Majin Goushougun,50,199,7869,20.08,79.92
Sengoku Majin Goushougun: Toki no Etranger,65,232,7410,21.89,78.11
Sengoku Musou,567,1484,2957,27.65,72.35
Senki Zesshou Symphogear,1799,6736,1280,21.08,78.92
Senki Zesshou Symphogear AXZ,224,1219,3119,15.52,84.48
Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,70,278,6054,20.11,79.89
Senkou no Night Raid Picture Drama,142,280,7087,33.65,66.35
Senkou no Night Raid: Yogen,278,554,5903,33.41,66.59
Sentou Yousei Yukikaze,392,1828,3400,17.66,82.34
Servamp,3668,4478,719,45.03,54.97
Servamp Specials,452,321,3922,58.47,41.53
Servamp: Hai ni Mamireta Shoukei - All the world&#039;s a stage,362,213,4602,62.96,37.04
Servant x Service,3123,10282,760,23.3,76.7
Seto no Hanayome,6255,22011,366,22.13,77.87
Seto no Hanayome Fan Disc,200,1026,4616,16.31,83.69
Seton Doubutsuki: Risu no Banner,78,88,8617,46.99,53.01
Sexy Sailor Soldiers,31,306,7320,9.2,90.8
Shakkin Shimai,47,436,6210,9.73,90.27
Shakugan no Shana Movie,1893,7854,1552,19.42,80.58
Shakugan no Shana S,1851,9017,1302,17.03,82.97
Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,156,651,4589,19.33,80.67
