title,female_count,male_count,popularity,female_percentage,male_percentage
Devilman: Tanjou-hen,443,1500,3232,22.8,77.2
Devilman: Yochou Sirene-hen,318,1194,3652,21.03,78.97
Di Gi Charat,1303,1555,3218,45.59,54.41
Di Gi Charat Ohanami Special,155,277,7107,35.88,64.12
Di Gi Charat: Kuchi Kara Bazooka,137,236,7573,36.73,63.27
"Diabolik Lovers More,Blood",3178,887,1369,78.18,21.82
Diabolik Lovers OVA,1470,335,2721,81.44,18.56
Diamond no Ace: Second Season,1208,3554,1384,25.37,74.63
Diamond no Ace: Second Season OVA,196,352,5305,35.77,64.23
Dies Irae,1215,4780,1056,20.27,79.73
Digimon Adventure tri. 4: Soushitsu,705,2044,2209,25.65,74.35
Digimon Xros Wars,852,2627,2190,24.49,75.51
Digital Devil Story: Megami Tensei,150,517,5497,22.49,77.51
Dimension W,2719,12254,428,18.16,81.84
Dimension W Special,237,1006,3558,19.07,80.93
Dimension W: W no Tobira Online,161,656,4222,19.71,80.29
Dirty Pair no Ooshoubu: Nolandia no Nazo,88,424,6340,17.19,82.81
Dirty Pair: Lovely Angels yori Ai wo Komete,89,477,6229,15.72,84.28
Discipline,524,2761,2682,15.95,84.05
Discode: Ijou Seiai,141,866,4777,14.0,86.0
Dive to Blue,22,79,9741,21.78,78.22
Divine Gate,2043,6991,792,22.61,77.39
Dog Days Recap,62,302,5820,17.03,82.97
Dog Soldier,36,212,8149,14.52,85.48
Dokidoki♡Densetsu: Mahoujin Guruguru,125,262,6366,32.3,67.7
Doku Tenshi no Shippo,56,201,7666,21.79,78.21
Donburi Kazoku,93,514,5894,15.32,84.68
Doraemon (1979),767,1796,2666,29.93,70.07
Doraemon Movie 03: Nobita no Daimakyou,63,208,7173,23.25,76.75
Doraemon Movie 05: Nobita no Makai Daibouken,73,213,7083,25.52,74.48
Doraemon Movie 07: Nobita to Tetsujin Heidan,70,238,6926,22.73,77.27
Doraemon Movie 13: Nobita to Kumo no Oukoku,124,314,6405,28.31,71.69
Doraemon Movie 28: Nobita to Midori no Kyojin Den,98,304,6474,24.38,75.62
Doraemon Movie 30: Nobita no Ningyo Daikaisen,94,227,7260,29.28,70.72
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,72,265,6803,21.36,78.64
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,33,95,8479,25.78,74.22
Doraemon: 2112-nen Doraemon Tanjou,100,210,7190,32.26,67.74
Doraemon: It&#039;s Winter!,42,94,8869,30.88,69.12
Dorami & Doraemons: Robot School&#039;s Seven Mysteries,39,91,8802,30.0,70.0
Doubutsu Sumo Taikai,39,157,8847,19.9,80.1
Doujin Work,1761,3695,2508,32.28,67.72
Doujouji,70,120,8326,36.84,63.16
Down Load: Namu Amida Butsu wa Ai no Uta,33,191,7964,14.73,85.27
Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,25,134,8815,15.72,84.28
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,25,118,8890,17.48,82.52
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,31,136,8796,18.56,81.44
Dragon Ball,7844,27642,99,22.1,77.9
Dragon Ball Kai,2490,12466,498,16.65,83.35
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,426,2616,2415,14.0,86.0
Dragon Ball Movie 3: Makafushigi Daibouken,741,4043,2039,15.49,84.51
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,1453,8993,1154,13.91,86.09
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,1304,8559,1233,13.22,86.78
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,1385,9044,1132,13.28,86.72
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1277,7007,1420,15.42,84.58
Dragon Drive,652,1917,2927,25.38,74.62
Dragon Pink,158,740,5303,17.59,82.41
Dragon Quest Retsuden: Roto no Monshou,27,118,8747,18.62,81.38
Dragon Quest: Dai no Daibouken,334,1231,3430,21.34,78.66
Dragon Rider,41,228,7748,15.24,84.76
Dragon&#039;s Heaven,85,462,6011,15.54,84.46
Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,263,1184,4208,18.18,81.82
Dream Festival! R,191,74,6386,72.08,27.92
Dreams,38,83,9148,31.4,68.6
Drifters (OVA),623,3267,1752,16.02,83.98
Dual Parallel! Trouble Adventures Special,99,821,5295,10.76,89.24
Duel Masters Charge,149,512,5653,22.54,77.46
Duel Masters Cross Shock,33,137,7846,19.41,80.59
Duel Masters Zero,36,131,8127,21.56,78.44
Durarara!!x2 Ketsu: Dufufufu!!,935,1549,2358,37.64,62.36
Durarara!!x2 Shou,6704,15085,263,30.77,69.23
Durarara!!x2 Ten,4525,11083,385,28.99,71.01
Dwaejiui Wang,158,455,5392,25.77,74.23
Dynamic Chord,424,204,4642,67.52,32.48
Dynamic Super Robots Soushingekki,22,97,8920,18.49,81.51
Dyogrammaton,38,356,6910,9.64,90.36
E no Umakatta Tomodachi,38,92,9496,29.23,70.77
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,108,679,5263,13.72,86.28
Eien no Aselia,340,583,5635,36.84,63.16
Eiyuu Densetsu: Sora no Kiseki The Animation,391,1684,3460,18.84,81.16
El,38,236,7647,13.87,86.13
Elf no Wakaokusama,135,397,6516,25.38,74.62
Elsword: Ain-ui Gieog Animation,76,139,7027,35.35,64.65
Enbi,20,283,6647,6.6,93.4
Enbo,305,1591,3499,16.09,83.91
Endless Serenade,32,220,7757,12.7,87.3
Enkinhou no Hako: Hakase no Sagashimono,75,148,8515,33.63,66.37
Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,10,173,7362,5.46,94.54
Entaku no Kishi Monogatari: Moero Arthur,44,126,8635,25.88,74.12
Enzai,2628,468,2969,84.88,15.12
Ero Manga Mitai na Koi Shiyo,61,651,5061,8.57,91.43
Eromame,25,325,6115,7.14,92.86
Etotama Specials,101,547,4824,15.59,84.41
Etsuraku no Tane The Animation,40,296,6093,11.9,88.1
Eureka Seven AO: Aratanari Fukaki Ao,130,440,5257,22.81,77.19
Eureka Seven: Navigation ray=out,432,1755,3695,19.75,80.25
Evangelion: 3.0 You Can (Not) Redo,3765,14166,451,21.0,79.0
Eve no Jikan,5038,12714,705,28.38,71.62
Eve no Jikan (Movie),2632,8651,1010,23.33,76.67
Evidence,101,193,8322,34.35,65.65
Evil or Live Recap,64,209,6584,23.44,76.56
Examurai Sengoku,181,492,5904,26.89,73.11
Exper Zenon,39,138,8720,22.03,77.97
Explorer Woman Ray,37,147,8831,20.11,79.89
Eyeshield 21: Jump Festa 2005 Special,253,600,4971,29.66,70.34
F-Zero: Falcon Densetsu,134,641,4854,17.29,82.71
FLCL Alternative,428,1935,2276,18.11,81.89
Fairy Forest Remi-chan,33,213,7687,13.41,86.59
Fairy Tail,16123,36742,19,30.5,69.5
Fairy Tail Movie 1: Houou no Miko,3460,7428,803,31.78,68.22
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,1593,3487,1572,31.36,68.64
Fantasista Stella,40,93,8660,30.08,69.92
Fantastic Children Special,68,150,7946,31.19,68.81
Fate/Apocrypha,1958,10420,461,15.82,84.18
Fate/Grand Order: First Order,933,5566,1190,14.36,85.64
Fate/Zero,9482,34704,43,21.46,78.54
Fate/kaleid liner Prisma☆Illya 2wei Herz!,804,5351,1208,13.06,86.94
Fate/kaleid liner Prisma☆Illya 2wei! Specials,315,2100,2631,13.04,86.96
Fate/kaleid liner Prisma☆Illya Specials,423,2638,2436,13.82,86.18
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,695,3967,1661,14.91,85.09
Fella Hame Lips,34,465,5073,6.81,93.19
Fella Pure: Mitarashi-san Chi no Jijou The Animation,137,1064,3513,11.41,88.59
Fight Ippatsu! Juuden-chan!!,416,4080,2421,9.25,90.75
Fight Ippatsu! Juuden-chan!! Specials,63,1076,4745,5.53,94.47
Figure 17: Tsubasa & Hikaru,467,1203,3926,27.96,72.04
Final Fantasy VII: Advent Children - Venice Film Festival Footage,531,896,4011,37.21,62.79
Final Fantasy VII: Last Order,3522,7467,1476,32.05,67.95
Final Fantasy: The Spirits Within,3382,8582,1365,28.27,71.73
Finder Series,1632,140,3442,92.1,7.9
Fireball Charming,261,1119,4424,18.91,81.09
First Squad,511,1009,4685,33.62,66.38
Five Card,12,154,8479,7.23,92.77
Five Star Stories,297,1065,4253,21.81,78.19
FlashBack,187,279,7013,40.13,59.87
Floating Material,113,877,4488,11.41,88.59
Fluximation,319,414,6277,43.52,56.48
Flying Witch Petit Special,118,457,5068,20.52,79.48
Follow Me,99,285,7342,25.78,74.22
Fortune Quest L,112,111,8174,50.22,49.78
Free!: Take Your Marks,1282,511,2817,71.5,28.5
Freezing,2346,18064,369,11.49,88.51
Freezing Specials,463,4490,2004,9.35,90.65
Front Innocent: Mou Hitotsu no Lady Innocent,455,1509,3801,23.17,76.83
Fukubiki! Triangle: Futaba wa Atafuta ♥,31,465,5203,6.25,93.75
Fukubiki! Triangle: Miharu After,162,1346,3554,10.74,89.26
Full Metal Panic! The Second Raid Episode 000,991,4007,2142,19.83,80.17
Full Moon Party,114,220,7855,34.13,65.87
Fumiko no Kokuhaku,1495,2214,2889,40.31,59.69
Furiko,459,1529,3385,23.09,76.91
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,45,469,5323,8.75,91.25
Fusha no Sha,33,100,9270,24.81,75.19
Fushigi Yuugi,6911,4211,1124,62.14,37.86
Fushigi Yuugi OVA 2,1948,930,3059,67.69,32.31
Fushigi no Kuni no Miyuki-chan,1146,903,3936,55.93,44.07
Fushigiboshi no☆Futagohime Gyu!,345,131,5918,72.48,27.52
Futa-bu! Mix: Futanari World,84,597,4507,12.33,87.67
Futa-bu!!,110,757,4024,12.69,87.31
Futakoi,1063,4201,2250,20.19,79.81
Futari Ecchi (2014),112,627,4853,15.16,84.84
Futari no Aniyome,43,400,6497,9.71,90.29
Futari wa Precure,1776,1723,2470,50.76,49.24
Futatsu no Kurumi,57,111,8983,33.93,66.07
Futatsu no Spica,526,875,4274,37.54,62.46
Futsuu no Joshikousei ga [Locodol] Yattemita.,923,3491,2022,20.91,79.09
Future Card Buddyfight Battsu,21,70,7885,23.08,76.92
Future GPX Cyber Formula Zero,37,190,7616,16.3,83.7
Fuuun Ishin Dai☆Shogun,423,2381,2730,15.09,84.91
Fuyu no Hi,231,416,6133,35.7,64.3
Fuyu no Semi,2426,389,3124,86.18,13.82
G-On Riders,110,605,5936,15.38,84.62
GA: Geijutsuka Art Design Class,961,2120,3106,31.19,68.81
GA: Geijutsuka Art Design Class OVA,219,629,5517,25.83,74.17
GAME OVER feat. Hatsune Miku,157,325,7089,32.57,67.43
Gaiking: Legend of Daiku-Maryu,91,512,5882,15.09,84.91
Gakkyuu Ou Yamazaki,33,73,9149,31.13,68.87
Gakuen Alice,5965,2830,1291,67.82,32.18
Gakuen Babysitters,1940,2199,1493,46.87,53.13
Gakuen Heaven: Hamu Hamu Heaven,1005,175,4630,85.17,14.83
Gakuen Maria: Bakunyuu Teachers,11,163,7965,6.32,93.68
Gakuen Nanafushigi,80,420,6434,16.0,84.0
Gakuen Senki Muryou,178,645,5307,21.63,78.37
Gakuen Utopia Manabi Straight!,1259,3643,2496,25.68,74.32
Gakuen Utopia Manabi Straight! Special,277,1011,4782,21.51,78.49
Gakuen de Jikan yo Tomare,85,842,3878,9.17,90.83
Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,21,273,6505,7.14,92.86
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,121,437,6422,21.68,78.32
Galaxy Angel Specials,55,197,7643,21.83,78.17
Ganbare Genki,44,157,7962,21.89,78.11
Gantz,5716,19079,355,23.05,76.95
Gantz:O,616,3058,1888,16.77,83.23
Garakuta-doori no Stain,67,114,8755,37.02,62.98
Garden,89,760,4482,10.48,89.52
Garo: Vanishing Line Recap,37,140,7582,20.9,79.1
Gatchaman,60,271,6812,18.13,81.87
Gatchaman Crowds Insight: Inbound,702,2052,2773,25.49,74.51
Gate Keepers,856,2263,2938,27.44,72.56
Gegege no Kitarou (1968),111,232,6863,32.36,67.64
Gekiganger 3: The Movie,67,538,5964,11.07,88.93
Geneshaft,408,1659,3701,19.74,80.26
Genshi Shounen Ryuu,50,179,8207,21.83,78.17
Genshiken,5308,15880,700,25.05,74.95
Genshiken Nidaime,1208,4729,1915,20.35,79.65
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,922,730,4159,55.81,44.19
Gensoumaden Saiyuuki OVA,476,335,5384,58.69,41.31
Geragera Boes Monogatari,99,187,8164,34.62,65.38
Getsumen To Heiki Mina,363,945,4697,27.75,72.25
Getsuyoubi no Tawawa,352,3651,1799,8.79,91.21
Ghibli ga Ippai Special Short Short,71,139,8035,33.81,66.19
Ghost Hunt,8946,12392,527,41.93,58.07
Ghost in the Shell Arise Episode: [.jp],80,295,5773,21.33,78.67
Ghost in the Shell: Arise - Border:3 Ghost Tears,510,3009,2163,14.49,85.51
Ghost in the Shell: Stand Alone Complex,5560,21168,273,20.8,79.2
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,792,3330,2634,19.21,80.79
Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,121,497,5162,19.58,80.42
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,566,2669,2632,17.5,82.5
Ghost in the Shell: The New Movie Virtual Reality Diver,108,319,5666,25.29,74.71
Gi(a)rlish Number,1219,5138,1194,19.18,80.82
Gifuu Doudou!!: Kanetsugu to Keiji,284,992,4488,22.26,77.74
Gin no Guardian,874,3337,1389,20.76,79.24
Gin no Saji 2nd Season,2860,7672,967,27.16,72.84
Ginban Kaleidoscope,3430,3005,1923,53.3,46.7
Ginga Densetsu Weed,581,546,3806,51.55,48.45
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,264,1317,3934,16.7,83.3
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,355,2072,2924,14.63,85.37
Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,111,364,6689,23.37,76.63
Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,83,278,7320,22.99,77.01
Ginga Patrol PJ,28,77,9572,26.67,73.33
Ginga Senpuu Braiger,34,175,7952,16.27,83.73
Ginga Tetsudou 999 (Movie),419,1225,3700,25.49,74.51
Ginga Tetsudou 999: Glass no Clair,68,231,7490,22.74,77.26
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,46,157,8371,22.66,77.34
Ginga Tetsudou Monogatari,379,1044,4176,26.63,73.37
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,123,157,7775,43.93,56.07
Ginga e Kickoff!!: Natsuyasumi Special,47,136,8438,25.68,74.32
Ginga no Uo Ursa Minor Blue,135,265,7046,33.75,66.25
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2695,7753,826,25.79,74.21
Gintama&#039;,5335,13543,342,28.26,71.74
Gintama: Dai Hanseikai,993,1964,2698,33.58,66.42
Gintama: Yorinuki Gintama-san on Theater 2D,544,1410,2773,27.84,72.16
Girls & Panzer Movie,414,4030,1626,9.32,90.68
Girls & Panzer: Shoukai Shimasu!,254,2058,3239,10.99,89.01
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,252,2678,2438,8.6,91.4
Glass no Hana to Kowasu Sekai,797,2199,2502,26.6,73.4
Glass no Kamen,560,370,4790,60.22,39.78
Glass no Kantai: La Legende du Vent de l&#039;Univers Specials,92,155,7963,37.25,62.75
Gloria: Kindan no Ketsuzoku,38,141,8586,21.23,78.77
Go! Go! Itsutsugo Land,52,67,9455,43.7,56.3
Go! Princess Precure,449,518,4163,46.43,53.57
Gochuumon wa Usagi desu ka??,830,4619,1321,15.23,84.77
God Eater Prologue,773,2558,2342,23.21,76.79
Gokicha!!,365,1254,4022,22.54,77.46
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,984,2897,2624,25.35,74.65
Gokujou!! Mecha Mote Iinchou Second Collection,134,119,7314,52.96,47.04
Gokukoku no Brynhildr,3769,15740,357,19.32,80.68
Golden Boy,3493,16474,518,17.49,82.51
Golden Kamuy,1109,4093,1428,21.32,78.68
Golden Time (Movie),14,46,8675,23.33,76.67
Gondora,47,181,8059,20.61,79.39
Good Morning Althea,43,174,8165,19.82,80.18
Good Morning Call,880,296,4993,74.83,25.17
Good-by Elvis and USA,36,109,9182,24.83,75.17
Gotou ni Naritai.,132,195,7458,40.37,59.63
Granblue Fantasy The Animation,1143,5671,1032,16.77,83.23
Grappler Baki,114,925,4629,10.97,89.03
Gravitation: Lyrics of Love,4146,754,2397,84.61,15.39
Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,23,173,8250,11.73,88.27
Great Rabbit,30,70,9318,30.0,70.0
Green Dakara x Bakemono no Ko,106,225,6869,32.02,67.98
Green Green OVA,820,4426,2452,15.63,84.37
Gregory Horror Show: The Bloody Karte,34,52,9252,39.53,60.47
Gregory Horror Show: The Last Train,37,65,8826,36.27,63.73
Gregory Horror Show: The Second Guest,48,77,8519,38.4,61.6
Grenadier: Hohoemi no Senshi Specials,134,906,4964,12.88,87.12
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,41,260,7547,13.62,86.38
Grope: Yami no naka no Kotoritachi,73,481,5878,13.18,86.82
Growlanser IV: Wayfarer of the Time,64,222,8135,22.38,77.62
Guilty Crown Kiseki: Reassortment,1084,2796,2299,27.94,72.06
Guilty Crown: Lost Christmas,1984,6230,1238,24.15,75.85
Guitar wo Motta Shounen: Kikaider vs. Inazuman,32,126,8641,20.25,79.75
Gulliver Funtouki,24,87,9821,21.62,78.38
Gun x Sword-san,96,379,6481,20.21,79.79
Gun-dou Musashi,203,738,4956,21.57,78.43
Gundam Build Fighters,606,3867,1722,13.55,86.45
Gundam Build Fighters: Battlogue,41,408,5673,9.13,90.87
Gundam: G no Reconguista,401,2449,2686,14.07,85.93
Gundam: G no Reconguista - From the Past to the Future,20,148,7865,11.9,88.1
Gundress,76,493,6461,13.36,86.64
Gungrave,3254,12955,726,20.08,79.92
Gunslinger Girl,5267,14138,655,27.14,72.86
Gunslinger Girl: Il Teatrino,1700,5843,1655,22.54,77.46
Gunslinger Stratos,92,362,5738,20.26,79.74
Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,60,214,6891,21.9,78.1
Gyo,1879,4034,1929,31.78,68.22
H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,140,290,6754,32.56,67.44
H2,237,841,4682,21.99,78.01
HORIZON feat. Hatsune Miku,145,294,7250,33.03,66.97
Hachimitsu to Clover Specials,2147,3315,2455,39.31,60.69
Hacka Doll The Animation,574,2762,2200,17.21,82.79
Hadashi no Gen 2,319,925,4448,25.64,74.36
Haha Sange,32,435,5895,6.85,93.15
Haha wo Tazunete Sanzenri,372,603,4879,38.15,61.85
Hai to Gensou no Grimgar,4153,18484,163,18.35,81.65
Haikyuu!!,9620,17847,86,35.02,64.98
Haikyuu!! Movie 1: Owari to Hajimari,909,938,2482,49.21,50.79
Haitai Nanafa,462,974,4175,32.17,67.83
Haitoku no Shoujo,64,317,6753,16.8,83.2
Haiyore! Nyaruko-san W OVA,254,2021,2648,11.16,88.84
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,316,2218,2724,12.47,87.53
Hajime no Ippo: Mashiba vs. Kimura,625,6769,1472,8.45,91.55
Hajime no Ippo: New Challenger,1101,10729,663,9.31,90.69
Hakata Tonkotsu Ramens,1429,3910,1189,26.77,73.23
Hakuouki Hekketsuroku,5161,3124,1351,62.29,37.71
Hakuouki Hekketsuroku Episode 0,1172,578,3711,66.97,33.03
Hakuouki Movie 1: Kyoto Ranbu,1341,713,2922,65.29,34.71
Hakuouki Movie 2: Shikon Soukyuu,1134,502,3298,69.32,30.68
Hakuouki Reimeiroku,2754,1756,1868,61.06,38.94
Hakuouki Reimeiroku Tokuten Disc,262,131,6027,66.67,33.33
Hakuouki: Otogisoushi,359,163,5340,68.77,31.23
Hamatora The Animation,4957,11130,445,30.81,69.19
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,277,495,4633,35.88,64.12
Hamelin no Violin Hiki: The Movie,152,238,7132,38.97,61.03
Hana no Kage,150,111,7822,57.47,42.53
Hana no Mahoutsukai Mary Bell,178,116,7639,60.54,39.46
Hana yori Dango,3644,1705,1936,68.12,31.88
Hanasakeru Seishounen Recaps,513,166,5869,75.55,24.45
Hanaukyou Maid-tai OVA,186,1515,4172,10.93,89.07
"Hanayaka Nari, Waga Ichizoku: Kinetograph",1249,247,3643,83.49,16.51
Hand Maid Mai,107,561,5971,16.02,83.98
Hand Maid May Special,178,1390,4349,11.35,88.65
Hanoka Recap,41,123,9293,25.0,75.0
Hantsu x Trash,147,1292,3598,10.22,89.78
Happiness Charge Precure!,403,553,4464,42.15,57.85
Happy World!,306,929,4960,24.78,75.22
Happy☆Lesson,397,1651,3867,19.38,80.62
Happy☆Lesson (TV),668,3293,2694,16.86,83.14
Harmony,1418,3243,1850,30.42,69.58
Haru no Ashioto The Movie: Ourin Dakkan,113,290,7591,28.04,71.96
HaruChika: Haruta to Chika wa Seishun suru,1718,4981,1307,25.65,74.35
Harukanaru Toki no Naka de: Hachiyou Shou OVA,253,122,7367,67.47,32.53
Harumi-chan no Oita,34,369,6743,8.44,91.56
Hataraku Onii-san!,187,294,5470,38.88,61.12
Hatenkou Yuugi,3417,2576,2153,57.02,42.98
Hatsu Inu The Animation,487,2818,2858,14.74,85.26
Hatsukoi Limited.,3275,8860,1279,26.99,73.01
Hatsukoi Limited.: Gentei Shoujo,821,2472,3323,24.93,75.07
Hatsukoi Monster OVA,283,207,4948,57.76,42.24
Hatsune Miku x Tetsuya Nomura,130,273,6900,32.26,67.74
Hayate no Gotoku! Heaven Is a Place on Earth,569,4009,2273,12.43,87.57
Hayate no Gotoku!!,2037,10321,1045,16.48,83.52
Heartful Maman The Animation,11,220,6670,4.76,95.24
Hello Harinezumi: Satsui no Ryoubun,89,248,7254,26.41,73.59
Hello! Lady Lynn,288,103,6622,73.66,26.34
Hellsing Ultimate,7865,26643,105,22.79,77.21
Hellsing: The Dawn,1584,5108,1470,23.67,76.33
Hen,215,474,6119,31.2,68.8
HenSemi (TV),1049,4674,1985,18.33,81.67
Hermes: Ai wa Kaze no Gotoku,37,95,9208,28.03,71.97
Hetalia Axis Powers Fan Disc,977,547,3730,64.11,35.89
"Hetalia Axis Powers Movie: Paint it, White",3713,1611,1696,69.74,30.26
Hetalia World Series,5964,2918,1082,67.15,32.85
Hetalia: The Beautiful World Extra Disc,504,271,4422,65.03,34.97
Hetalia: The World Twinkle,1432,688,2499,67.55,32.45
Hi no Tori: Uchuu-hen,85,269,7421,24.01,75.99
Hi no Youjin,248,638,4959,27.99,72.01
Hibari no Yadogae,38,131,9025,22.49,77.51
Hibike! Euphonium,4298,12501,367,25.58,74.42
Hibike! Euphonium 2 Specials,246,778,3885,24.02,75.98
Hibike! Euphonium: Suisougaku-bu no Nichijou,617,1548,2879,28.5,71.5
Hidamari Sketch x 365,765,3117,2533,19.71,80.29
Hidamari Sketch x Honeycomb,387,1972,3069,16.41,83.59
Hidamari Sketch x SP,239,1351,3760,15.03,84.97
Hidan no Aria AA,755,4349,1417,14.79,85.21
Higashi no Eden Movie I: The King of Eden,5090,12106,716,29.6,70.4
Higashi no Eden: Air Communication,1330,2300,2422,36.64,63.36
Higepiyo,490,745,4952,39.68,60.32
High School DxD Hero,420,5914,819,6.63,93.37
High School DxD Specials,918,9437,842,8.87,91.13
High☆Speed!: Free! Starting Days,2419,1029,1825,70.16,29.84
Higurashi no Naku Koro ni,15620,33761,97,31.63,68.37
Higurashi no Naku Koro ni Rei,5536,12669,734,30.41,69.59
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,3361,7228,1480,31.74,68.26
Hiiro no Kakera Dai Ni Shou,2483,1217,1981,67.11,32.89
Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,586,230,4649,71.81,28.19
Hikaru no Go: Journey to the North Star Cup,878,1989,2943,30.62,69.38
Hime-chan no Ribbon,499,304,5041,62.14,37.86
Himouto! Umaru-chan,4411,13661,247,24.41,75.59
Himouto! Umaru-chanS,713,2035,2118,25.95,74.05
Hina Logi: From Luck & Logic,345,1299,2923,20.99,79.01
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,38,124,8908,23.46,76.54
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,25,111,9361,18.38,81.62
Hishoka Drop The Animation,20,386,6355,4.93,95.07
Hit wo Nerae! Specials,57,273,7933,17.27,82.73
Hitori no Shita: The Outcast,1285,3943,1323,24.58,75.42
Hitori no Shita: The Outcast 2nd Season,213,990,3159,17.71,82.29
Hitoriga The Animation,96,503,5346,16.03,83.97
Hitotsubu ni Kawaranu Ai wo Komete,147,228,7231,39.2,60.8
Hitozuma Ryoujoku Sankanbi,55,517,5815,9.62,90.38
Hiyokoi,5546,3905,1281,58.68,41.32
Hokuto no Ken: Raoh Gaiden Ten no Haoh,196,1215,4000,13.89,86.11
Honoo no Haramase Doukyuusei,82,721,4961,10.21,89.79
Honoo no Tenkousei,110,564,5566,16.32,83.68
Hoozuki no Reitetsu 2nd Season: Sono Ni,502,604,3858,45.39,54.61
Hoshi ni Negai wo: Cold Body + Warm Heart,110,247,7617,30.81,69.19
Hoshi no Umi no Amuri,255,483,6252,34.55,65.45
Hoshizora Kiseki,968,1168,3895,45.32,54.68
Hotaru no Haka,10040,17859,284,35.99,64.01
Hotarubi no Mori e,11262,16190,196,41.02,58.98
Houkago 2 The Animation,27,361,6415,6.96,93.04
Houkago Nyannyan,62,463,5730,11.81,88.19
Houkago Renai Club: Koi no Étude,16,122,8647,11.59,88.41
Houkago no Pleiades (TV),1017,2337,2376,30.32,69.68
Houkago no Pleiades: Manner Movie,183,280,6895,39.52,60.48
Houkago no Shokuinshitsu,1090,149,4769,87.97,12.03
Houseki no Kuni,291,544,4331,34.85,65.15
Hungry to Win,10,71,10074,12.35,87.65
Hunter x Hunter (2011),8334,27044,35,23.56,76.44
Hunter x Hunter Movie 1: Phantom Rouge,1811,5212,1283,25.79,74.21
Hunter x Hunter: Greed Island,2257,6678,1126,25.26,74.74
Hurricane Live! 2032,48,215,7776,18.25,81.75
Hurricane Polymar,32,162,8036,16.49,83.51
Hustle!! Tokitama-kun,31,86,9638,26.5,73.5
Huyao Xiao Hongniang: Nan Guo,32,151,6546,17.49,82.51
Hyakka Ryouran: Samurai Girls,1950,14200,712,12.07,87.93
Hyakki,48,298,7204,13.87,86.13
Hybrid Child,3217,539,1812,85.65,14.35
I My Me! Strawberry Eggs,2010,3490,2183,36.55,63.45
I: Wish You Were Here,590,1014,4266,36.78,63.22
IS: Infinite Stratos 2,1197,14276,375,7.74,92.26
Ibara no Ou,2255,5597,1559,28.72,71.28
Ice Movie,84,133,8352,38.71,61.29
Ichiban Ushiro no Daimaou,4091,22138,245,15.6,84.4
Ichigeki Sacchuu!! Hoihoi-san,374,1127,4522,24.92,75.08
Ichigeki Sacchuu!! Hoihoi-san: Legacy,24,120,8986,16.67,83.33
Ichigo Mashimaro Episode 0,607,1842,3578,24.79,75.21
Ichinen Buri no The Animation,22,188,7238,10.48,89.52
Idol Bouei-tai Hummingbird,47,179,7940,20.8,79.2
Idol Project,97,185,7909,34.4,65.6
Idol Time PriPara,134,149,6277,47.35,52.65
