title,female_count,male_count,popularity,female_percentage,male_percentage
Digimon Adventure Movie,3365,7275,1123,31.63,68.37
Digimon Adventure tri. 1: Saikai,2254,5937,1085,27.52,72.48
Digimon Adventure tri. 2: Ketsui,1278,3442,1581,27.08,72.92
Digimon Adventure: Bokura no War Game!,1978,4823,1613,29.08,70.92
Digimon Savers 3D: Digital World Kiki Ippatsu!,210,553,5135,27.52,72.48
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,270,658,4805,29.09,70.91
Digimon Tamers: Boukensha-tachi no Tatakai,749,1721,3087,30.32,69.68
Digimon X-Evolution,578,1826,3116,24.04,75.96
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,375,1277,3055,22.7,77.3
Digital Juice,363,650,5096,35.83,64.17
Dirty Pair,473,1581,3300,23.03,76.97
Docchi ni Suru?,33,91,9490,26.61,73.39
Dochinpira,8,106,9267,7.02,92.98
Dog Days,2743,11830,691,18.82,81.18
Dog Days&#039;&#039;: Gravure Talk,28,153,7090,15.47,84.53
Dokidoki! Precure,592,801,3675,42.5,57.5
Dominion,240,1481,3722,13.95,86.05
Domo TV,85,115,8283,42.5,57.5
Don Chuck Monogatari,41,64,9412,39.05,60.95
Doraemon,766,1052,3521,42.13,57.87
Doraemon (2005),144,394,4910,26.77,73.23
Doraemon Movie 01: Nobita no Kyouryuu,95,311,6485,23.4,76.6
Doraemon Movie 10: Nobita no Nippon Tanjou,72,204,7265,26.09,73.91
Doraemon Movie 12: Nobita no Dorabian Nights,133,347,6233,27.71,72.29
Doraemon Movie 19: Nobita no Nankai Daibouken,88,263,6878,25.07,74.93
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,118,364,6145,24.48,75.52
Doraemon Movie 23: Nobita to Robot Kingdom,138,397,6053,25.79,74.21
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,126,361,6106,25.87,74.13
Doraemon Movie 26: Nobita no Kyouryuu 2006,126,404,5665,23.77,76.23
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,98,291,6519,25.19,74.81
Doraemon Movie 35: Nobita no Space Heroes,32,84,8550,27.59,72.41
Doraemon: Doraemon Comes Back,59,129,8254,31.38,68.62
Doraemon: Doraemon Comes Back (Movie),54,113,8540,32.34,67.66
Doraemon: It&#039;s Autumn!,42,90,8997,31.82,68.18
Doraemon: It&#039;s New Year!,44,94,8912,31.88,68.12
Doraemon: Obaachan no Omoide,60,143,8039,29.56,70.44
Doraemon: The Day When I Was Born,39,119,8385,24.68,75.32
Dorami & Doraemons: Space Land&#039;s Critical Event,27,76,9208,26.21,73.79
Dore Dore no Uta,240,311,6877,43.56,56.44
Dorei-ku The Animation,826,1772,2255,31.79,68.21
Dororo to Hyakkimaru,73,237,6833,23.55,76.45
Dororon Enma-kun Meeramera,509,2166,3318,19.03,80.97
Douluo Dalu,31,110,7272,21.99,78.01
Doupo Cangqiong,18,73,8480,19.78,80.22
Dr. Rin ni Kiitemite!,306,159,6511,65.81,34.19
Dr. Slump,541,1177,3560,31.49,68.51
Dr. Slump: Arale-chan,352,879,4139,28.59,71.41
Dragon Age: Blood Mage no Seisen,384,1077,4157,26.28,73.72
Dragon Ball GT,5058,22264,204,18.51,81.49
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,885,5152,1743,14.66,85.34
Dragon Ball Movie 1: Shen Long no Densetsu,919,4660,1848,16.47,83.53
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,1181,8652,1164,12.01,87.99
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,1198,8524,1171,12.32,87.68
Dragon Ball Z Movie 14: Kami to Kami,1079,8794,903,10.93,89.07
Dragon Ball Z Movie 15: Fukkatsu no F,649,5542,1221,10.48,89.52
Dragon Ball Z: Summer Vacation Special,88,509,4409,14.74,85.26
Dragon Ball: Episode of Bardock,468,4015,1680,10.44,89.56
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,299,2226,2605,11.84,88.16
Dragon Collection,164,403,5495,28.92,71.08
Dragon Crisis!,2369,12329,732,16.12,83.88
Dragon Half,816,1864,3222,30.45,69.55
Dragon Knight,60,348,6912,14.71,85.29
Dragon Quest: Abel Yuusha Densetsu,80,381,6191,17.35,82.65
Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,30,130,8373,18.75,81.25
Dream Creator feat. GUMI,78,123,8742,38.81,61.19
Drifters,2836,13785,290,17.06,82.94
Drifters: Kokuou-sama Goranshin,91,302,6014,23.16,76.84
Dropout,87,712,3969,10.89,89.11
Druaga no Tou: The Aegis of Uruk,2406,9922,997,19.52,80.48
Druaga no Tou: The Aegis of Uruk - Jil no Bouken,437,2030,3422,17.71,82.29
Druaga no Tou: The Sword of Uruk,1228,6730,1442,15.43,84.57
Dual Parallel! Trouble Adventures,353,1919,3370,15.54,84.46
Duel Masters Movie 1: Yami no Shiro no Maryuuou,58,134,8482,30.21,69.79
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,5334,25967,62,17.04,82.96
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,650,4542,1294,12.52,87.48
Durarara!!,20199,38708,30,34.29,65.71
DušaN,27,145,8698,15.7,84.3
Earthian,1014,248,4342,80.35,19.65
Ebenbourg no Kaze,16,205,8008,7.24,92.76
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,468,2989,2720,13.54,86.46
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,82,530,5749,13.4,86.6
Egomama,212,225,6974,48.51,51.49
Eiken: Eikenbu yori Ai wo Komete,594,3416,2722,14.81,85.19
Eikoku Koi Monogatari Emma: Intermission,484,382,5457,55.89,44.11
Eikyuu Kazoku,511,823,4418,38.31,61.69
Eine Kleine,57,95,8791,37.5,62.5
Eiyuu Gaiden Mozaicka,24,124,8779,16.22,83.78
El Hazard: The Alternative World,371,1124,4007,24.82,75.18
Elf no Futagohime: Willan to Arsura,41,367,6457,10.05,89.95
Elf wo Karu Mono-tachi,674,2518,2951,21.12,78.88
Elf wo Karu Mono-tachi II,332,1549,3839,17.65,82.35
Elfen Lied Special,6092,15749,608,27.89,72.11
Elfina: Yoru e to Urareta Oukoku de... The Animation,101,460,6132,18.0,82.0
Emi to Yobanaide,16,137,8670,10.46,89.54
Endride,1281,3050,1571,29.58,70.42
Ergo Proxy,10629,25767,161,29.2,70.8
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,1600,4580,1627,25.89,74.11
Etotama,848,4436,1525,16.05,83.95
Eureka Seven AO: Jungfrau no Hanabana-tachi,251,1111,4051,18.43,81.57
Evangelion: 2.0 You Can (Not) Advance,5029,18848,295,21.06,78.94
Fairy Tail OVA (2016),914,2437,1841,27.28,72.72
Fairy Tail x Rave,2253,4771,1159,32.08,67.92
Fake,2046,341,3303,85.71,14.29
Fake Doll,122,199,7979,38.01,61.99
Famiresu Senshi Purin,70,548,6002,11.33,88.67
Fantascope: Tylostoma,143,258,6950,35.66,64.34
Fantasista Doll,1198,2345,2591,33.81,66.19
Fantastic Children,1361,2679,2579,33.69,66.31
Fatal Fury 2: The New Battle,165,1077,4572,13.29,86.71
Fate/Apocrypha: Seihai Daisen Kaimaku-hen,132,618,4308,17.6,82.4
Fate/Apocrypha: Seihai Taisen Douran-hen,109,451,4755,19.46,80.54
Fate/Grand Order: Moonlight/Lostroom,228,1301,3229,14.91,85.09
Fate/Prototype,1990,6950,1337,22.26,77.74
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,224,1585,2875,12.38,87.62
Fate/kaleid liner Prisma☆Illya 2wei! OVA,346,2238,2529,13.39,86.61
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,366,2492,2115,12.81,87.19
Fate/stay night Movie: Heaven&#039;s Feel - I. Presage Flower,1635,8061,853,16.86,83.14
Fate/stay night Movie: Unlimited Blade Works,3275,14563,609,18.36,81.64
Fate/stay night TV Reproduction,1137,3894,2213,22.6,77.4
Fate/stay night: Unlimited Blade Works 2nd Season,3290,18193,169,15.31,84.69
Fault!!,267,2042,3185,11.56,88.44
Feng Yun Jue,85,340,7059,20.0,80.0
Fight Ippatsu! Juuden-chan!! OVA,20,231,7033,7.97,92.03
Fighting of Ecstasy,37,361,6410,9.3,90.7
Fire Emblem,340,939,4206,26.58,73.42
Fireball Humorous,57,235,6890,19.52,80.48
First Kiss Monogatari,334,294,6765,53.18,46.82
First Love,69,581,5056,10.62,89.38
Flag,467,1954,3330,19.29,80.71
Flanders no Inu,218,357,5707,37.91,62.09
Flanders no Inu (Movie),701,1252,3441,35.89,64.11
Flip Flappers,1685,6637,823,20.25,79.75
Flying Witch,3196,9883,572,24.44,75.56
Flying Witch Petit,368,1060,3648,25.77,74.23
Fortune Arterial: Akai Yakusoku,2539,9362,996,21.33,78.67
Frame Arms Girl,255,1763,2610,12.64,87.36
Francesca,379,892,4176,29.82,70.18
Free! Movie 1: Timeless Medley - Kizuna,1336,545,2793,71.03,28.97
Free! Movie 2: Timeless Medley - Yakusoku,864,322,3415,72.85,27.15
Free!: Eternal Summer,8724,5646,377,60.71,39.29
Freedom,518,2580,2949,16.72,83.28
Freedom Previsited,88,514,6547,14.62,85.38
Freely Tomorrow,139,253,7186,35.46,64.54
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,203,271,6282,42.83,57.17
Full Metal Panic! Invisible Victory,687,3565,1844,16.16,83.84
Full Metal Panic! The Second Raid,5028,19690,415,20.34,79.66
Full Metal Panic? Fumoffu,6201,20846,365,22.93,77.07
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,2079,3175,1829,39.57,60.43
Fullmetal Alchemist: Reflections,2185,3644,2141,37.48,62.52
Fullmetal Alchemist: The Sacred Star of Milos,3707,8957,776,29.27,70.73
Fune wo Amu,2038,3905,1434,34.29,65.71
Furueru Kuchibiru Episode 0,53,458,5533,10.37,89.63
Furusato Japan,166,268,7155,38.25,61.75
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,93,46,7611,66.91,33.09
Fushigi no Umi no Nadia: Original Movie,214,654,5077,24.65,75.35
Fushigiboshi no☆Futagohime,707,332,4398,68.05,31.95
Futari wa Precure: Max Heart Movie 1,347,378,5435,47.86,52.14
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,267,300,6043,47.09,52.91
Future Card Buddyfight Hundred,57,141,6675,28.79,71.21
Future Card Buddyfight Triple D,41,100,7310,29.08,70.92
Future GPX Cyber Formula,128,486,5605,20.85,79.15
Future GPX Cyber Formula Saga,39,169,7713,18.75,81.25
Future GPX Cyber Formula Sin,40,169,7674,19.14,80.86
Fuujin Monogatari,730,1234,3587,37.17,62.83
Fuuma no Kojirou: Seiken Sensou-hen,38,121,8524,23.9,76.1
Fuuma no Kojirou: Yasha-hen,54,170,8036,24.11,75.89
Fuurinkanzan,14,216,7062,6.09,93.91
G-9,126,389,6939,24.47,75.53
GJ-bu@,347,2787,2369,11.07,88.93
GR: Giant Robo,63,260,6919,19.5,80.5
Ga-Rei: Zero,6570,18543,470,26.16,73.84
Gabriel DropOut,1705,10187,465,14.34,85.66
Gabriel DropOut Specials,252,2160,2309,10.45,89.55
Gakkou no Kaidan Recaps,45,92,8474,32.85,67.15
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,177,508,4869,25.84,74.16
Gakkougurashi!,3912,13304,352,22.72,77.28
Gakuen 2,39,416,6095,8.57,91.43
Gakuen 3,24,396,5967,5.71,94.29
Gakuen Handsome: Haitoku no Lesson,57,52,9208,52.29,47.71
Gakuen Shimai,39,568,5587,6.43,93.57
Gakusen Toshi Asterisk 2nd Season,1092,9602,460,10.21,89.79
Galaxy Angel 4,268,884,4638,23.26,76.74
Galaxy Angel Z,397,1194,4183,24.95,75.05
Galilei Donna,2196,4843,1676,31.2,68.8
Gall Force: Chikyuu Shou,51,275,7575,15.64,84.36
Galo Sengen,42,151,8384,21.76,78.24
Gamba no Bouken,71,159,7668,30.87,69.13
Gangsta. Recap,582,1328,3270,30.47,69.53
Gantz 2nd Stage,2624,12239,817,17.65,82.35
Garo Movie: Divine Flame,408,1254,3139,24.55,75.45
Garo: Honoo no Kokuin - Home,129,504,4634,20.38,79.62
Garo: Vanishing Line,723,2790,1782,20.58,79.42
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",1839,15467,279,10.63,89.37
Gedo Senki,4866,6277,1125,43.67,56.33
Gedou Gakuen,23,171,8212,11.86,88.14
Gegege no Kitarou (1996),71,166,7588,29.96,70.04
Gegege no Kitarou (2018),411,1429,2878,22.34,77.66
Generation of Chaos,97,240,7536,28.78,71.22
Generator Gawl,379,996,4360,27.56,72.44
"Genesis Climber Mospeada: Love, Live, Alive",32,139,8447,18.71,81.29
Genius Party,1229,2834,2480,30.25,69.75
Genius Party Beyond,623,1622,3357,27.75,72.25
Genji Monogatari Sennenki,1288,1002,3696,56.24,43.76
Genkaku Cool na Sensei ga Aheboteochi!,37,541,4767,6.4,93.6
Genma Taisen,97,454,6086,17.6,82.4
Genshiken Nidaime OVA,371,1622,3502,18.62,81.38
Genshiken Nidaime Specials,191,677,4881,22.0,78.0
Gensoumaden Saiyuuki,3244,3622,1829,47.25,52.75
Geobreeders: File-X Chibi Neko Dakkan,88,345,6989,20.32,79.68
Getter Robo G,38,198,7498,16.1,83.9
Ghost Sweeper GS Mikami,323,833,4337,27.94,72.06
Ghost in the Shell (2015),540,2659,2098,16.88,83.12
Ghost in the Shell 2: Innocence,2845,11869,805,19.34,80.66
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,251,914,3670,21.55,78.45
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,114,411,5334,21.71,78.29
Giant Gorg,55,316,6451,14.82,85.18
Giant Killing,1474,5786,1639,20.3,79.7
Giant Robo Gaiden Ginrei,74,492,6134,13.07,86.93
Gibomai,102,764,5220,11.78,88.22
Gilgamesh,1910,3832,2171,33.26,66.74
Ginga Kikoutai Majestic Prince,1062,4841,1731,17.99,82.01
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,90,239,7397,27.36,72.64
Giniro no Olynsis: Tokito,271,1072,4526,20.18,79.82
Ginsoukikou Ordian,54,255,7267,17.48,82.52
Gintama Movie 1: Shinyaku Benizakura-hen,2687,6375,1138,29.65,70.35
Gintama&#039;: Enchousen,3073,8947,685,25.57,74.43
Gintama&#039;: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,836,1858,2688,31.03,68.97
Gintama.,1770,5541,934,24.21,75.79
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,2314,4499,1931,33.96,66.04
Gintama: Shinyaku Benizakura-hen,872,1818,2673,32.42,67.58
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,505,1264,3165,28.55,71.45
Girlfriend (Kari),839,3267,2124,20.43,79.57
Girls & Panzer Movie Specials,98,1339,3474,6.82,93.18
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,107,986,4077,9.79,90.21
Girls & Panzer: Nihon Senshadou Renmei News,27,226,6547,10.67,89.33
Girls & Panzer: Saishuushou,94,1210,3347,7.21,92.79
Glory Days,45,157,8216,22.28,77.72
Go! Go! 575,495,1249,3880,28.38,71.62
Goal FH: Field Hunter,49,102,8285,32.45,67.55
Goddamn,16,155,8286,9.36,90.64
Gokiburi-tachi no Tasogare,55,161,8244,25.46,74.54
Gokudou-kun Manyuuki,500,1340,3717,27.17,72.83
Gokujo.: Souda Onsen ni Ikou!!,129,452,5859,22.2,77.8
Golgo 13 (TV),496,3314,2401,13.02,86.98
Golgo 13: Queen Bee,139,992,4615,12.29,87.71
Good-by Marilyn,27,82,9738,24.77,75.23
Gosenzo-sama Banbanzai!,116,458,5844,20.21,79.79
Gosho Aoyama&#039;s Collection of Short Stories,223,319,5942,41.14,58.86
Gosick Recap,582,1178,3594,33.07,66.93
Grancrest Senki,1022,4886,989,17.3,82.7
Gravitation,9799,2399,1047,80.33,19.67
Gravity Daze The Animation: Ouverture,61,431,5954,12.4,87.6
Green Eyes: Ane Kyun! yori The Animation,28,351,5865,7.39,92.61
Green Legend Ran,153,557,5509,21.55,78.45
Grisaia no Kajitsu,2718,17490,248,13.45,86.55
Grisaia no Kajitsu Specials,370,3658,1796,9.19,90.81
Grisaia no Meikyuu Special,209,2149,2152,8.86,91.14
Grisaia no Meikyuu: Caprice no Mayu 0,1004,8678,804,10.37,89.63
Groove Adventure Rave,3209,6689,1203,32.42,67.58
Guardian Hearts-Power UP!,92,604,6162,13.22,86.78
Gugure! Kokkuri-san,4436,6989,753,38.83,61.17
Gundam Build Fighters Specials,54,290,6342,15.7,84.3
Gundam Build Fighters: GM no Gyakushuu,54,516,5187,9.47,90.53
Gunslinger Girl: Il Teatrino OVA,738,2729,2828,21.29,78.71
Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai,53,198,6844,21.12,78.88
Guren,145,545,5507,21.01,78.99
Gyakkyou Burai Kaiji: Ultimate Survivor,2527,13215,555,16.05,83.95
Gyakusatsu Kikan,841,2440,2311,25.63,74.37
HHH Triple Ecchi,190,1928,2962,8.97,91.03
Haikyuu!! Movie 3: Sainou to Sense,377,456,3595,45.26,54.74
Haikyuu!! Movie 4: Concept no Tatakai,366,446,3720,45.07,54.93
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,4364,9999,274,30.38,69.62
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,489,563,3565,46.48,53.52
Haitai Nanafa 2nd Season,148,327,6370,31.16,68.84
Haiyore! Nyaruko-san W,1272,9770,786,11.52,88.48
Haja Taisei Dangaiou,75,532,5869,12.36,87.64
Hajimari no Boukensha-tachi: Legend of Crystania,177,628,5670,21.99,78.01
Hajime no Ippo: Rising,721,7492,845,8.78,91.22
Hajimete no Gal,1273,9478,499,11.84,88.16
Hakoiri Shoujo: Virgin Territory,61,545,5354,10.07,89.93
Hakujaden,170,368,6348,31.6,68.4
Hakumei to Mikochi,747,2061,2225,26.6,73.4
Hakuouki Sekkaroku,1882,700,2777,72.89,27.11
Hakushaku to Yousei Specials,846,227,4500,78.84,21.16
Hametsu no Mars,1296,5331,1949,19.56,80.44
Hana Dorei,31,198,7908,13.54,86.46
Hana wa Saku,76,174,8099,30.4,69.6
Hanamaru Youchien: Panda Neko Taisou,78,231,7040,25.24,74.76
Hanamonogatari,2212,13353,398,14.21,85.79
Hanaori,40,87,9249,31.5,68.5
Hanasakeru Seishounen,5231,1680,1654,75.69,24.31
Hand Maid May,645,3333,2617,16.21,83.79
Haou Taikei Ryuu Knight,94,305,6883,23.56,76.44
Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,140,181,7047,43.61,56.39
Happy Happy Party!,37,82,9358,31.09,68.91
Happy Party Train,237,480,5058,33.05,66.95
Harbor Light Monogatari: Fashion Lala yori,112,113,8276,49.78,50.22
Haru no Shikumi,31,85,9354,26.72,73.28
Haru wo Daite Ita,3098,279,2808,91.74,8.26
Harukanaru Toki no Naka de 3: Kurenai no Tsuki,474,156,6240,75.24,24.76
Hashire Melos (Movie),145,424,6042,25.48,74.52
Hashire!,69,113,9056,37.91,62.09
Hataraku Saibou,45,86,8315,34.35,65.65
Hate You,245,176,7421,58.19,41.81
Hayate no Gotoku!,5428,18383,523,22.8,77.2
Hayate no Gotoku! OVA,131,1064,4026,10.96,89.04
Heart no Kuni no Alice: Wonderful Wonder World,3716,895,2441,80.59,19.41
Heartcatch Precure!,1111,1426,2945,43.79,56.21
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,300,442,5269,40.43,59.57
HeatGuy J,606,1727,3352,25.98,74.02
Heavy Object,1088,7552,913,12.59,87.41
Heibai Wushang,30,116,6980,20.55,79.45
Hell Target,31,148,8351,17.32,82.68
Henbou Moral Hazard,22,134,8903,14.1,85.9
Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,43,86,8984,33.33,66.67
Henkei Shoujo,150,701,3938,17.63,82.37
Hentai Ouji to Warawanai Neko.,3965,20554,255,16.17,83.83
Heppoko Jikken Animation Excel♥Saga,3798,9987,1053,27.55,72.45
Heroic Age,2081,8812,1069,19.1,80.9
Hetalia: The Beautiful World,2694,1240,1640,68.48,31.52
Hetalia: The World Twinkle Extra Disc,280,147,5299,65.57,34.43
Hey! Bumboo,60,134,8601,30.93,69.07
Hi no Tori 2772: Ai no CosmoZone,107,379,6660,22.02,77.98
Hi no Tori: Yamato-hen,72,237,7664,23.3,76.7
Hiatari Ryoukou!,175,253,6741,40.89,59.11
Hibike! Euphonium 2,1961,6456,890,23.3,76.7
Hidamari Sketch,2030,6401,1504,24.08,75.92
Hidamari Sketch: Sae Hiro Sotsugyou-hen,182,991,4107,15.52,84.48
Hidan no Aria Special,822,4937,1801,14.27,85.73
High School Fleet OVA,153,1047,3652,12.75,87.25
High School! Kimengumi,74,233,7108,24.1,75.9
Hikaru no Go: Tokubetsu-hen - Sabaki no Ichikyoku! Inishie no Hana yo Sake!!,225,468,4848,32.47,67.53
Hikenai Guitar wo Hikundaze,10,52,10265,16.13,83.87
Hikyou Tanken Fam & Ihrlie,238,791,4915,23.13,76.87
Hime Chen! Otogi Chikku Idol Lilpri,779,501,4267,60.86,39.14
Hime Dorei,59,433,6080,11.99,88.01
Himegoto,1378,5390,1293,20.36,79.64
Himekishi Angelica,55,425,5913,11.46,88.54
Himekishi Lilia,163,939,4262,14.79,85.21
Himiko-den,388,578,5199,40.17,59.83
Himitsu no Akko-chan,146,153,7530,48.83,51.17
Hinadori no Saezuri,25,136,8658,15.53,84.47
Hinako Note,721,3508,1558,17.05,82.95
Hininden: Gauss,33,257,7456,11.38,88.62
Hissatsu Chikan Nin,60,394,6496,13.22,86.78
Hit wo Nerae!,224,903,5176,19.88,80.12
"Hitou Meguri The Animation: Wakaokami, Rachiru",58,517,5675,10.09,89.91
Hitozuma Cosplay Kissa,123,571,5682,17.72,82.28
Hitsugi no Chaika,3264,15885,326,17.05,82.95
Hiyoko no Basket Movie: Last Game 0401,173,218,5392,44.25,55.75
Hoka Hoka Oden no Uta,40,89,9370,31.01,68.99
Hokuto no Ken Movie,206,1707,3415,10.77,89.23
Hokuto no Ken: Legend of Heroes,61,455,6465,11.82,88.18
Hokuto no Ken: Raoh Gaiden Junai-hen,111,1060,4370,9.48,90.52
Hokuto no Ken: Yuria-den,89,803,4911,9.98,90.02
Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,21,302,5809,6.5,93.5
Honoo no Haramase Paidol My★Star Gakuen Z The Animation,36,407,5455,8.13,91.87
Honoo no Mirage,2291,685,3051,76.98,23.02
Honoo no Toukyuuji: Dodge Danpei,149,265,6083,35.99,64.01
Honto ni Atta! Reibai Sensei,516,962,4623,34.91,65.09
Hoshi ni Negai wo: Fantastic Cat,92,223,7770,29.21,70.79
Hoshi wo Ou Kodomo,4589,9033,773,33.69,66.31
Houkago Midnighters,74,165,8345,30.96,69.04
Houkago no Ouji-sama,114,97,7195,54.03,45.97
Houkago: Nureta Seifuku,351,1083,4348,24.48,75.52
Hourou Musuko,4304,6258,1141,40.75,59.25
Huckleberry no Bouken,100,132,8392,43.1,56.9
Hug tto! Precure,223,363,5141,38.05,61.95
Hungry Days: Aoharu ka yo.,294,394,5102,42.73,57.27
Hunter x Hunter Movie 2: The Last Mission,1319,4237,1438,23.74,76.26
Hunter x Hunter: Yorkshin City Kanketsu-hen,2235,6435,1198,25.78,74.22
Huyao Xiao Hongniang: Yue Hong,98,464,4491,17.44,82.56
Hyakka Ryouran: Samurai After Specials,48,614,4732,7.25,92.75
Hyakka Ryouran: Samurai Bride,606,6829,1251,8.15,91.85
Hyakko OVA,490,1723,3900,22.14,77.86
Hyakujitsu no Bara,3184,328,2545,90.66,9.34
Hyakujuu-Ou GoLion,356,1156,4149,23.54,76.46
Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,29,415,5394,6.53,93.47
Hyouge Mono,574,1861,3085,23.57,76.43
I Was King,27,63,10048,30.0,70.0
IGPX: Immortal Grand Prix,85,393,6085,17.78,82.22
IS: Infinite Stratos,3948,25520,167,13.4,86.6
IS: Infinite Stratos 2 - Hitonatsu no Omoide,293,3764,1940,7.22,92.78
Ichigo Chocola Flavor,22,220,6639,9.09,90.91
Ichirin-sha,77,157,8204,32.91,67.09
Idol Ace,47,133,9057,26.11,73.89
Idol☆Sister,86,801,4221,9.7,90.3
Ie Naki Ko Remy,586,762,3751,43.47,56.53
Ikeike! Momon-chan,34,103,9432,24.82,75.18
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,345,226,4903,60.42,39.58
Ikkitousen,2585,13728,832,15.85,84.15
Ikkitousen: Extravaganza Epoch,100,746,4324,11.82,88.18
Ikkyuu-san,40,109,8334,26.85,73.15
Ikoku Irokoi Romantan,4623,376,2128,92.48,7.52
Ikoku na Retro,20,251,6699,7.38,92.62
Ikusa Otome Valkyrie Specials,12,175,7883,6.42,93.58
Imouto,80,565,5916,12.4,87.6
Imouto Paradise!,145,1318,3624,9.91,90.09
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,43,410,5190,9.49,90.51
In no Houteishiki,64,522,5774,10.92,89.08
Inazuma Eleven,1368,4149,1181,24.8,75.2
Inazuma Eleven Go vs. Danball Senki W Movie,102,334,4815,23.39,76.61
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,187,470,4329,28.46,71.54
Inbaku Gakuen,93,456,5787,16.94,83.06
Inda no Himekishi Janne,103,642,5080,13.83,86.17
Inferno Cop Specials,51,212,6822,19.39,80.61
Ingoku Byoutou,26,158,7945,14.13,85.87
Initial D Final Stage,270,2784,1789,8.84,91.16
Initial D Third Stage,696,6274,1310,9.99,90.01
Injutsu no Yakata The Animation,23,316,6346,6.78,93.22
Injuu Gakuen EX,70,383,6671,15.45,84.55
Injuu Gakuen La☆Blue Girl: Fukkatsu-hen,131,638,5778,17.04,82.96
Injuu Kateikyoushi,14,121,8797,10.37,89.63
Injuu Onna Kyoushi,18,136,8511,11.69,88.31
Inko,85,452,5990,15.83,84.17
Inma Daitoshi: Beast City,59,264,7261,18.27,81.73
Inou-Battle wa Nichijou-kei no Naka de,2338,14513,360,13.87,86.13
Internal Medicine,19,159,8125,10.67,89.33
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,1938,4823,1751,28.66,71.34
Inu x Boku SS,11031,15380,231,41.77,58.23
InuYasha: Guren no Houraijima,4459,4433,1383,50.15,49.85
Inyouchuu The Animation,110,675,5194,14.01,85.99
Iria: Zeiram The Animation,447,1832,3334,19.61,80.39
"Iriya no Sora, UFO no Natsu",1078,3717,2641,22.48,77.52
Iron Kid,20,127,7152,13.61,86.39
Iron Man,781,3658,2684,17.59,82.41
Iron Virgin Jun,43,236,7760,15.41,84.59
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,219,650,4272,25.2,74.8
Ishida to Asakura,511,1570,3532,24.56,75.44
Issho ni Training: Training with Hinako,526,3045,3209,14.73,85.27
Isshuukan Friends.,5380,13306,411,28.79,71.21
Isshuukan Friends. Specials,595,1329,3205,30.93,69.07
Issunboushi (OVA),22,258,7509,7.86,92.14
Issunboushi: Chibisuke Monogatari,35,112,9268,23.81,76.19
It Girl,82,241,7463,25.39,74.61
Itazura The Animation,198,937,4709,17.44,82.56
Itsuka Tenma no Kuro Usagi,2690,8967,923,23.08,76.92
