title,female_count,male_count,popularity,female_percentage,male_percentage
Nana,14952,14891,262,50.1,49.9
Nana Maru San Batsu,867,3222,1607,21.2,78.8
Nanaka 6/17 Special,100,222,7601,31.06,68.94
Nanatsu no Bitoku,214,1721,2533,11.06,88.94
Nanatsu no Taizai: Imashime no Fukkatsu,2122,9410,349,18.4,81.6
Nanatsu no Umi no Tico,254,274,5954,48.11,51.89
Nankyoku 28 Gou,20,195,8092,9.3,90.7
Narue no Sekai,581,2212,3262,20.8,79.2
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,1112,2795,2510,28.46,71.54
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,6519,14460,548,31.07,68.93
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,5036,12148,714,29.31,70.69
Naruto: Akaki Yotsuba no Clover wo Sagase,3571,6681,1462,34.83,65.17
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,1304,3336,1813,28.1,71.9
Naruto: Shippuuden,15138,38240,20,28.36,71.64
Naruto: Shippuuden Movie 2 - Kizuna,4878,11548,667,29.7,70.3
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,3720,9657,827,27.81,72.19
Naruto: The Cross Roads,1561,2937,2220,34.7,65.3
Natsu no Arashi! Akinaichuu,472,2384,3172,16.53,83.47
Natsu no Gero wa Fuyu no Sakana,13,57,10119,18.57,81.43
Natsuki Crisis,89,274,7373,24.52,75.48
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,1450,1521,2640,48.81,51.19
Nee Summer!,160,1382,3416,10.38,89.62
Nekogami Yaoyorozu,734,2106,3110,25.85,74.15
Nekojiru-sou,2748,4224,1667,39.41,60.59
Nekota no Koto ga Kininatte Shikatanai. (ONA),95,49,8410,65.97,34.03
Nendo no Tatakai,103,288,7409,26.34,73.66
Neo Angelique Abyss,3574,1327,2219,72.92,27.08
Neon Genesis Evangelion: The End of Evangelion,6211,22716,216,21.47,78.53
Nerawareta Gakuen,2529,5520,1360,31.42,68.58
Net-juu no Susume,3107,10072,413,23.58,76.42
New Game!,2392,11424,382,17.31,82.69
New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,86,242,6672,26.22,73.78
Nezumi no Rusuban,47,131,8987,26.4,73.6
Nichijou: Original Jikai Yokoku,454,1491,3324,23.34,76.66
Night Walker: Mayonaka no Tantei,1370,1237,3299,52.55,47.45
Nihon Animator Mihonichi,821,2734,2463,23.09,76.91
Nijiiro Days OVA,412,326,4250,55.83,44.17
Nijiiro Hotaru: Eien no Natsuyasumi,381,532,5096,41.73,58.27
Nikuyoku Gangu Takuhainin,57,339,6971,14.39,85.61
Nimrod,24,68,9813,26.09,73.91
Ningyou Tsukai,32,157,8354,16.93,83.07
Ninja Mono,122,370,6876,24.8,75.2
Ninja Slayer From Animation,625,3462,2074,15.29,84.71
Ninpou Midare Karakuri,50,288,7463,14.79,85.21
Nisemonogatari,5658,26648,146,17.51,82.49
No Game No Life,11043,36746,11,23.11,76.89
No Littering,164,490,6135,25.08,74.92
Nobunaga the Fool,2066,6816,1142,23.26,76.74
Nobunagun,1321,5181,1517,20.32,79.68
Nodame Cantabile OVA,1808,2619,2656,40.84,59.16
Nodame Cantabile Special,2005,3102,2527,39.26,60.74
Nodame Cantabile: Paris-hen,4811,8536,988,36.05,63.95
Noein: Mou Hitori no Kimi e,3123,8444,1249,27.0,73.0
Non Non Biyori Repeat,1335,7542,921,15.04,84.96
Noragami Aragoto OVA,2744,4759,839,36.57,63.43
Norageki!,609,1141,4127,34.8,65.2
Nudist Beach ni Shuugaku Ryokou de!! The Animation,38,559,4720,6.37,93.63
Nurarihyon no Mago,6209,13344,497,31.75,68.25
Nurarihyon no Mago OVA,679,1318,3068,34.0,66.0
Nurarihyon no Mago: Jump Super Anime Tour Special,327,609,4908,34.94,65.06
Nurse Angel Ririka SOS,211,154,7028,57.81,42.19
Nurse Witch Komugi-chan Magikarte,681,1786,3487,27.6,72.4
Nurse Witch Komugi-chan Magikarte Z Special,60,209,7512,22.3,77.7
Nurse Witch Komugi-chan R,303,1041,3857,22.54,77.46
Nyanbo!,239,427,5036,35.89,64.11
Nyanko Days,710,2709,1955,20.77,79.23
Nyanpire The Animation,2393,2012,2572,54.32,45.68
Oban Star-Racers,1802,2856,2070,38.69,61.31
Occultic;Nine,2929,8585,647,25.44,74.56
Oide yo! Shiritsu Yarimakuri Gakuen,26,352,5443,6.88,93.12
Ojamajo Doremi OVA,90,52,8127,63.38,36.62
Ojisan to Marshmallow Special,283,1095,3901,20.54,79.46
Ojousama☆Yomeiri Kousou!,59,692,4837,7.86,92.14
Okaasan ni Naisho,22,95,9357,18.8,81.2
Okashina Hotel,33,74,9597,30.84,69.16
Okusama ga Seitokaichou!,1277,10300,593,11.03,88.97
Okusama ga Seitokaichou! OVA: Okusama Gekijou,72,414,4624,14.81,85.19
Okusama wa Michael,41,314,6347,11.55,88.45
Omishi Mahou Gekijou: Risky★Safety,266,317,6360,45.63,54.37
Omoi no Kakera,210,353,5414,37.3,62.7
Ona x2,13,196,7773,6.22,93.78
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,870,3633,1711,19.32,80.68
One Piece 3D: Mugiwara Chase,1048,3128,2132,25.1,74.9
One Piece Film: Gold Episode 0 - 711 ver.,253,962,3752,20.82,79.18
One Piece Film: Z,1994,7772,784,20.42,79.58
One Piece Movie 1,2337,6778,1392,25.64,74.36
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,1985,5645,1662,26.02,73.98
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,2038,5717,1586,26.28,73.72
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,1757,5110,1781,25.59,74.41
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,1640,4880,1832,25.15,74.85
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",1510,4445,1895,25.36,74.64
One Piece Recap,526,1538,3371,25.48,74.52
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,968,3127,1974,23.64,76.36
One Piece: Glorious Island,593,1722,2957,25.62,74.38
One Piece: Long Ring Long Land-hen,121,411,5146,22.74,77.26
One Piece: Romance Dawn,341,1021,3512,25.04,74.96
One Punch Man,10838,34762,5,23.77,76.23
One Room,663,3537,1712,15.79,84.21
Onegai My Melody,577,259,5033,69.02,30.98
Onegai My Melody: Kuru Kuru Shuffle!,223,168,6478,57.03,42.97
Onegai☆Teacher: Himitsu na Futari,1422,6360,1902,18.27,81.73
"Onegai☆Teacher: Marie, Ai no Gekijou",281,1236,3943,18.52,81.48
Onegai☆Teacher: Reminiscence Disc,85,388,5858,17.97,82.03
Oni Chichi 2,309,1815,3044,14.55,85.45
Oni Chichi 2: Harvest,86,729,4218,10.55,89.45
Oni Chichi 2: Revenge,138,1049,3712,11.63,88.37
Onigamiden,713,1261,3810,36.12,63.88
Onihei,658,2190,2291,23.1,76.9
Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,212,2575,2529,7.61,92.39
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,1528,8521,1334,15.21,84.79
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,268,1974,3483,11.95,88.05
Onna Kyoushi,44,361,6986,10.86,89.14
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,2859,12110,852,19.1,80.9
Ookiku Furikabutte,3730,4776,1340,43.85,56.15
Ookiku Furikabutte Special,947,1067,3758,47.02,52.98
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,3872,20800,266,15.69,84.31
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,96,491,4820,16.35,83.65
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,1466,8327,1295,14.97,85.03
Oruchuban Ebichu,1587,2901,2158,35.36,64.64
Osaru no Sankichi: Boukuusen,34,122,9027,21.79,78.21
Osaru no Sankichi: Totsugeki-tai,42,125,9061,25.15,74.85
Oshiete Re: Maid,71,621,5287,10.26,89.74
Oshiri Kajiri Mushi (TV),68,141,8239,32.54,67.46
Osomatsu-kun (1988),143,213,6026,40.17,59.83
Otaku no Video,767,2680,2803,22.25,77.75
Otokonoko ♂ Delivery,134,170,6006,44.08,55.92
Otome Chibaku Yuugi,48,475,5786,9.18,90.82
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,580,1721,3368,25.21,74.79
Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film,27,149,8304,15.34,84.66
Oval x Over,42,139,8756,23.2,76.8
Overlord II,1435,12289,314,10.46,89.54
Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,673,1008,2635,40.04,59.96
Ozanari Dungeon: Kaze no Tou,28,157,8538,15.14,84.86
Ozmafia!!,872,645,3252,57.48,42.52
PES: Peace Eco Smile,291,393,6160,42.54,57.46
PES: Peace Eco Smile - Drive your Heart,43,112,9250,27.74,72.26
Paizuri Cheerleader vs. Sakunyuu Ouendan!,17,357,5949,4.55,95.45
Pan de Peace!,739,2250,2493,24.72,75.28
Panchira Teacher,213,1038,4553,17.03,82.97
Panda Kopanda,515,620,4503,45.37,54.63
Pandora Hearts Specials,3878,2538,1910,60.44,39.56
Panty & Stocking with Garterbelt,6283,15233,362,29.2,70.8
Papa no Iukoto wo Kikinasai!: Pokkapoka,532,4219,2246,11.2,88.8
Parappa the Rapper,120,186,7225,39.22,60.78
Parol no Miraijima,141,286,6915,33.02,66.98
Passion,347,410,6508,45.84,54.16
Peace Maker Kurogane,2988,4438,1756,40.24,59.76
Peaceful Times (F02) Petit Film,119,378,6523,23.94,76.06
Peeping Life TV: Season 1??,70,227,7042,23.57,76.43
Perman,32,118,8557,21.33,78.67
Perman (1983),20,111,8820,15.27,84.73
Persona 3 the Movie 1: Spring of Birth,2014,5454,1287,26.97,73.03
Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,1070,3370,1746,24.1,75.9
Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,132,291,5440,31.21,68.79
Pet Life,50,461,5677,9.78,90.22
Petit Eva: Evangelion@School,979,2566,2833,27.62,72.38
Phantom: Requiem for the Phantom,6337,18282,373,25.74,74.26
Phantom: Requiem for the Phantom Picture Drama,224,641,4779,25.9,74.1
Phi Brain: Kami no Puzzle,3009,7438,1061,28.8,71.2
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,740,2137,2347,25.72,74.28
Pia Carrot e Youkoso!! 2,61,318,7272,16.09,83.91
Piece,163,218,7481,42.78,57.22
Pikotarou no Lullaby Lullaby (TV),96,286,5890,25.13,74.87
Planetarian: Hoshi no Hito,413,1831,2665,18.4,81.6
Planetarium Uchuu Kyoudai: Itten no Hikari,193,455,5615,29.78,70.22
Planzet,183,669,5806,21.48,78.52
Plastic Little,330,1449,3855,18.55,81.45
Please ♥♥♥♥ Me!,193,1363,3613,12.4,87.6
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,256,585,4395,30.44,69.56
Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,2615,5919,1363,30.64,69.36
Pokemon Best Wishes! Season 2,714,2258,2248,24.02,75.98
Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,619,1851,2735,25.06,74.94
Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,436,799,4276,35.3,64.7
Pokemon Generations,275,1162,3025,19.14,80.86
Pokemon Ranger: Hikari no Kiseki,316,697,4524,31.19,68.81
Pokemon XY,1081,3476,1564,23.72,76.28
Pokemon XY: Odemashi Ko Majin Hoopa,90,296,6070,23.32,76.68
Pokemon: Kimi ni Kimeta!,301,1083,3444,21.75,78.25
Pokemon: Mewtwo - Kakusei e no Prologue,216,599,4766,26.5,73.5
Pokemon: Pika Pika Hoshizora Camp,945,1641,3393,36.54,63.46
Pokemon: Pikachu Koori no Daibouken,255,525,5223,32.69,67.31
Pokemon: Pikachu Tankentai,1319,2306,2911,36.39,63.61
Pokemon: Pikachu no Fuyuyasumi (2001),265,629,4726,29.64,70.36
Pokemon: Pikachu no Natsumatsuri,257,541,5097,32.21,67.79
Pokemon: Pikachu no Natsuyasumi,1782,3228,2413,35.57,64.43
Pokemon: Pikachu no Obake Carnival,247,519,5240,32.25,67.75
Pokemon: Pikachu no Wanpaku Island,621,1107,4210,35.94,64.06
Pokemon: The Origin,2354,9446,728,19.95,80.05
Poker,27,97,9676,21.77,78.23
Pop,46,146,8964,23.96,76.04
Pop in Q,402,651,4197,38.18,61.82
Popotan,830,2655,2839,23.82,76.18
Poputepipikku,1701,5777,883,22.75,77.25
Potemayo,830,1872,3310,30.72,69.28
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,127,141,7621,47.39,52.61
Precure All Stars Movie New Stage 3: Eien no Tomodachi,170,199,6689,46.07,53.93
Pretty Rhythm: Dear My Future,346,299,5118,53.64,46.36
Pretty x Cation 2 The Animation,27,356,5698,7.05,92.95
Princess Army: Wedding★Combat,117,92,8721,55.98,44.02
Princess Knight☆Catue,68,538,5408,11.22,88.78
Princess Lover! Picture Drama,174,1461,3903,10.64,89.36
Princess Lover!: Magical Knight Maria-chan,159,1232,4282,11.43,88.57
Princess Memory,29,164,8238,15.03,84.97
Princess Nine: Kisaragi Joshikou Yakyuubu,510,799,4239,38.96,61.04
Princess Principal Picture Drama,86,323,5487,21.03,78.97
Prism Ark Specials,98,315,7076,23.73,76.27
Project A-Ko 3: Cinderella Rhapsody,126,481,5845,20.76,79.24
Psycho Diver: Mashou Bosatsu,185,431,6217,30.03,69.97
Psycho-Pass,13478,33273,29,28.83,71.17
Pucca,763,506,4679,60.13,39.87
Pucca (2008),231,242,5649,48.84,51.16
Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,66,211,7228,23.83,76.17
Punch Line,2040,9349,643,17.91,82.09
Pupa,4646,8699,809,34.81,65.19
Pupipo!,895,1646,3074,35.22,64.78
Pussycat,178,409,6050,30.32,69.68
Puzzle & Dragons Cross,183,466,4565,28.2,71.8
Qualidea Code,1014,5972,957,14.51,85.49
Quanzhi Fashi,327,1779,1983,15.53,84.47
Queen&#039;s Blade OVA Specials,119,1038,4315,10.29,89.71
Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,174,1630,3616,9.65,90.35
Queen&#039;s Blade: Grimoire,85,679,4559,11.13,88.87
Queen&#039;s Blade: Rurou no Senshi Specials,266,2168,3551,10.93,89.07
Quiz Magic Academy: The Original Animation 2,248,811,5246,23.42,76.58
R-15 OVA,202,2302,3127,8.07,91.93
R.O.D OVA,2233,6210,1590,26.45,73.55
R.O.D the TV,2716,6616,1471,29.1,70.9
RESTART POiNTER,124,69,8256,64.25,35.75
RG Veda,821,586,4578,58.35,41.65
RS Keikaku: Rebirth Storage,212,479,4797,30.68,69.32
Rance: Sabaku no Guardian,68,538,5729,11.22,88.78
Ranma ½: Akumu! Shunmin Kou,547,1062,3909,34.0,66.0
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,744,1433,3519,34.18,65.82
Ranma ½: Nettou Uta Gassen,302,535,5141,36.08,63.92
Rasen Sokou no Dystopia,28,332,6087,7.78,92.22
Rayearth,1249,1171,3547,51.61,48.39
Re:Creators,2368,11850,347,16.65,83.35
Re:␣Hamatora,2537,6081,868,29.44,70.56
ReLIFE,6283,18902,126,24.95,75.05
ReLIFE: Kanketsu-hen,1236,5073,1068,19.59,80.41
Real Eroge Situation! The Animation,14,204,6760,6.42,93.58
Rean no Tsubasa,135,462,6332,22.61,77.39
Rec,3817,11222,1026,25.38,74.62
Red Colored Bridge,30,92,9130,24.59,75.41
Refrain Blue,97,241,7541,28.7,71.3
Rei Zero,44,301,6574,12.75,87.25
Reideen,341,1085,4399,23.91,76.09
Reiju Gakuen,19,260,7393,6.81,93.19
Reikenzan: Eichi e no Shikaku,314,1532,2401,17.01,82.99
Rejuvenation,37,155,8426,19.27,80.73
Rekka no Honoo: Final Burning,226,738,4977,23.44,76.56
Renkin San-kyuu Magical? Pokaan Specials,167,1071,4723,13.49,86.51
Rensa Byoutou,62,472,5838,11.61,88.39
Rescue Me!,258,2672,2781,8.81,91.19
Riki-Oh 2: Horobi no Ko,18,213,8251,7.79,92.21
Ring ni Kakero 1,107,501,6186,17.6,82.4
Rinne no Lagrange,1598,5992,1570,21.05,78.95
Rinne no Lagrange Season 2,625,2915,2548,17.66,82.34
Rinne no Lagrange: Kamogawa Days,224,1054,4338,17.53,82.47
Rizelmine,1005,3149,2747,24.19,75.81
Ro-Kyu-Bu!,1248,7118,1385,14.92,85.08
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,231,1946,3379,10.61,89.39
Robo to Shoujo (Kari),109,168,7798,39.35,60.65
Robot Girls Z Episode 0,45,254,6946,15.05,84.95
Robot Girls Z Specials,53,308,6780,14.68,85.32
Robotica*Robotics,857,340,3924,71.6,28.4
Rocket Girls,191,1012,4648,15.88,84.12
Rockman.EXE,915,2747,2417,24.99,75.01
Rockman.EXE Beast+,135,480,5315,21.95,78.05
Rockman.EXE Movie: Hikari to Yami no Program,118,434,5937,21.38,78.62
Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,90,316,6259,22.17,77.83
Roujin Z,428,1644,3274,20.66,79.34
Rozen Maiden,9168,13483,554,40.48,59.52
Rozen Maiden (2013),2433,4997,1447,32.75,67.25
Rurouni Kenshin DVD-BOX Special Ending,630,1359,3433,31.67,68.33
Rurouni Kenshin Recap,222,626,4670,26.18,73.82
Rurouni Kenshin: Review Special,183,505,5320,26.6,73.4
Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,41,517,5226,7.35,92.65
Ryoujoku Guerrilla Kari 3,19,218,7256,8.02,91.98
Ryuu no Haisha,579,2173,2408,21.04,78.96
Ryuugajou Nanana no Maizoukin,243,958,3785,20.23,79.77
Ryuugajou Nanana no Maizoukin (TV),2181,11898,606,15.49,84.51
Ryuugajou Nanana no Maizoukin (TV) Specials,96,518,4706,15.64,84.36
Ryuusei no Rockman,221,951,3969,18.86,81.14
Ryuusei no Rockman Tribe,112,504,5163,18.18,81.82
SD Gundam Sangokuden Brave Battle Warriors,94,475,6075,16.52,83.48
SF Saiyuuki Starzinger,66,240,7442,21.57,78.43
SKET Dance OVA,662,1691,3122,28.13,71.87
SKET Dance: Tettei Bunseki Special,262,489,5399,34.89,65.11
Sabage-bu!,1699,7310,927,18.86,81.14
Saber Marionette J,1018,2744,2610,27.06,72.94
Sacred Seven,2080,6464,1411,24.34,75.66
Sacred Seven: Shirogane no Tsubasa Picture Drama,92,223,6947,29.21,70.79
Saiki Kusuo no Ψ-nan,278,602,4256,31.59,68.41
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",1399,9395,889,12.96,87.04
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",298,2400,2775,11.05,88.95
Saiko Robot Kombock,176,427,6073,29.19,70.81
Saikyou Ginga Ultimate Zero: Battle Spirits,44,106,8318,29.33,70.67
Sailor Victory,68,179,8222,27.53,72.47
Saimin Ryoujoku Gakuen,55,566,5401,8.86,91.14
Saint Beast: Ikusen no Hiru to Yoru-hen,550,169,5957,76.5,23.5
Saint October,436,618,5123,41.37,58.63
Saint Seiya: Soul of Gold,367,1506,2930,19.59,80.41
Saint☆Oniisan,2431,3362,1599,41.96,58.04
Saishuu Shiken Kujira,264,744,5410,26.19,73.81
Saiunkoku Monogatari,6320,3716,1313,62.97,37.03
Saiyuuki Reload Blast,863,1329,2355,39.37,60.63
Sakamoto desu ga? Special,1217,3060,1810,28.45,71.55
Saki Biyori Animation,76,328,6616,18.81,81.19
Saki Picture Drama,145,547,5848,20.95,79.05
Sakigake!! Otokojuku,165,903,4432,15.45,84.55
Sakura Quest,1456,5730,1011,20.26,79.74
Sakura Taisen,929,1785,3276,34.23,65.77
Sakura Taisen: Ecole de Paris,167,438,6387,27.6,72.4
Sakura Taisen: Katsudou Shashin,339,668,5107,33.66,66.34
Sakura Taisen: Le Nouveau Paris,133,309,7053,30.09,69.91
Sakura Taisen: Ouka Kenran,235,584,5725,28.69,71.31
Sakura Taisen: Sumire,128,308,6993,29.36,70.64
Salamander,30,148,8693,16.85,83.15
Samurai 7,3019,9661,973,23.81,76.19
Samurai Flamenco,3304,7061,917,31.88,68.12
Samurai Spirits: Haten Gouma no Shou,101,476,6535,17.5,82.5
Sango Shou Densetsu: Aoi Umi no Elfie,67,81,8838,45.27,54.73
Sankarea OVA,1974,7708,1229,20.39,79.61
Sankou to Tako: Hyakumanryou Chinsoudou,23,87,9732,20.91,79.09
Sanrio Anime Sekai Meisaku Gekijou,118,70,8751,62.77,37.23
Sanrio Danshi,1409,574,2553,71.05,28.95
Sansha Sanyou,699,3409,1775,17.02,82.98
Sasameki Koto,2723,4540,1698,37.49,62.51
Sasami-san@Ganbaranai,2516,7568,1261,24.95,75.05
Scandal,177,200,7825,46.95,53.05
Schwarzesmarken,958,5857,1163,14.06,85.94
Scramble Wars: Tsuppashire! Genom Trophy Rally,26,152,8954,14.61,85.39
Scratch x One Piece Film: Gold,62,189,7063,24.7,75.3
Seihou Bukyou Outlaw Star Specials,80,397,6045,16.77,83.23
Seikoku no Dragonar,1150,9367,748,10.93,89.07
Seikon no Qwaser II,1677,6867,1014,19.63,80.37
Seitokai Yakuindomo*,1225,11160,610,9.89,90.11
Seitokaichou Hikaru,61,506,5574,10.76,89.24
Sekai Meisaku Douwa: Hakuchou no Ouji,108,119,8132,47.58,52.42
Sekai Seifuku: Bouryaku no Zvezda,1723,8312,931,17.17,82.83
Sekai de Ichiban Tsuyoku Naritai!,510,4172,2013,10.89,89.11
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,2721,344,1999,88.78,11.22
Sekaiichi Hatsukoi: Valentine-hen,1749,230,2681,88.38,11.62
Sekiei Ayakashi Mangatan,369,329,6043,52.87,47.13
Sekirei: Hajimete no Otsukai,606,6064,1838,9.09,90.91
Sekkou Boys,1593,2449,1962,39.41,60.59
Selector Infected WIXOSS,2862,8421,856,25.37,74.63
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,263,720,4279,26.75,73.25
Selector Spread WIXOSS,1502,4557,1446,24.79,75.21
Sengoku Basara,4778,12124,764,28.27,71.73
Sengoku Basara Movie: The Last Party,1171,2530,2582,31.64,68.36
"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",458,736,4629,38.36,61.64
Sengoku Kitan Youtouden,70,204,7794,25.55,74.45
Sengoku Night Blood,934,981,2494,48.77,51.23
Senjou no Valkyria: SenVal Theater,331,1733,3815,16.04,83.96
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,32,115,8000,21.77,78.23
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,174,753,4483,18.77,81.23
Senran Kagura,1008,8020,1116,11.17,88.83
Senran Kagura Estival Versus: Shoujo-tachi no Sentaku,122,1220,3597,9.09,90.91
Senran Kagura Specials,155,1437,3552,9.74,90.26
Sentimental Journey,169,259,7162,39.49,60.51
Sentou Yousei Shoujo Tasukete! Mave-chan,127,471,6425,21.24,78.76
Senyuu.,2514,6526,1048,27.81,72.19
Senyuu. 2,1356,3515,1774,27.84,72.16
Senyuu. Specials,702,1453,3297,32.58,67.42
Septem Charm Magical Kanan,71,302,7237,19.03,80.97
Seraphim Call,292,368,5988,44.24,55.76
Seton Doubutsuki: Kuma no Ko Jacky,88,112,8098,44.0,56.0
Sex Pistols,2800,319,2678,89.77,10.23
Shadow Skill (1996),157,612,5513,20.42,79.58
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,71,326,7317,17.88,82.12
Shakugan no Shana,11406,32082,144,26.23,73.77
Shameshrine Andorora,37,340,6959,9.81,90.19
Shanshui Qing,37,116,8740,24.18,75.82
Shelter,3186,9614,508,24.89,75.11
Shenmue: The Movie,50,186,8544,21.19,78.81
Shichinin no Nana,248,489,5536,33.65,66.35
Shigeru,37,117,8860,24.03,75.97
Shigurui,2252,7745,1229,22.53,77.47
"Shikabane Hime: Kuro – Soredemo, Hito to Shite",448,1796,3533,19.96,80.04
Shikabane Hime: Puchitto,187,661,5459,22.05,77.95
Shiki,12182,22598,176,35.03,64.97
Shikkoku no Shaga The Animation,32,337,5491,8.67,91.33
Shimaizuma: Shimaizuma 3 The Animation,34,482,5878,6.59,93.41
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,3186,18568,193,14.65,85.35
Shin Atashin&#039;chi,73,118,7296,38.22,61.78
Shin Captain Tsubasa,248,926,4382,21.12,78.88
Shin Getter Robo tai Neo Getter Robo,53,434,6050,10.88,89.12
Shin Mitsubachi Maya no Bouken,168,224,7249,42.86,57.14
Shin SOS Dai Tokyo Tankentai,57,205,8048,21.76,78.24
Shin Seiki Inma Seiden,41,284,7198,12.62,87.38
Shin Shirayuki-hime Densetsu Prétear,5263,2266,1686,69.9,30.1
Shin Strange+,595,1246,3563,32.32,67.68
Shingeki no Bahamut: Virgin Soul,1927,7545,687,20.34,79.66
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,1404,2417,1703,36.74,63.26
Shingeki no Kyojin Picture Drama,2370,2580,2003,47.88,52.12
Shingeki no Kyojin Season 2,8871,24148,46,26.87,73.13
Shingeki no Kyojin: Kuinaki Sentaku,4095,7821,504,34.37,65.63
Shining Hearts: Shiawase no Pan,1312,4211,2055,23.76,76.24
Shining Hearts: Shiawase no Pan Specials,83,287,7078,22.43,77.57
Shinkyoku no Grimoire The Animation,44,367,5753,10.71,89.29
Shinmai Maou no Testament Burst OVA,212,2860,1976,6.9,93.1
Shino-sensei no Yuuwaku Jugyou,28,308,7085,8.33,91.67
Shinsatsushitsu,42,111,8665,27.45,72.55
Shiofuki Mermaid,21,325,6634,6.07,93.93
Shion Special,16,175,7964,8.38,91.62
Shirayuki Hime no Densetsu,276,186,6953,59.74,40.26
Shirokuma Cafe,3316,3398,1405,49.39,50.61
Shitai wo Arau The Animation,69,279,7172,19.83,80.17
Shokugeki no Souma: San no Sara,2785,11761,282,19.15,80.85
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,1700,7460,599,18.56,81.44
Shonan Junai Gumi!,718,4186,2332,14.64,85.36
Shoujo Kakumei Utena: Adolescence Mokushiroku,2139,2119,2224,50.23,49.77
Shoujo Kyouiku,44,510,5285,7.94,92.06
Shoujo Ramune,96,916,3778,9.49,90.51
Shoujo kara Shoujo e...,24,367,5651,6.14,93.86
Shoujo-tachi wa Kouya wo Mezasu,1222,6450,1085,15.93,84.07
Shoukoujo The Animation,98,805,4655,10.85,89.15
Shoukoushi Cedie,226,190,6721,54.33,45.67
Shounen Ashibe: Go! Go! Goma-chan,104,231,6732,31.04,68.96
Shounen Hollywood: Holly Stage for 49,1393,578,3400,70.67,29.33
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",192,254,5540,43.05,56.95
Shouwa Monogatari,349,645,5235,35.11,64.89
Shugo Chara! Party!,4010,1779,1561,69.27,30.73
Shugo Chara!! Doki,6297,2883,1173,68.59,31.41
Shui Naodai,126,133,8301,48.65,51.35
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,1551,9425,532,14.13,85.87
Shuumatsu no Izetta,2210,7844,739,21.98,78.02
Silent Möbius 2,102,350,6880,22.57,77.43
